# brass holder with empty powder container 
#  temperature (K) 	 M/H spline 0.1T (emu) 	 M/H spline 5T (emu)
2.194521452145214369e+02	7.567929527762301411e-10	6.241315953843991710e-10
2.194869486948694544e+02	7.567752834472118319e-10	6.240621418809236514e-10
2.195217521752175003e+02	7.567576136560553658e-10	6.239926305999233518e-10
2.195565556555655462e+02	7.567399433976388407e-10	6.239230620556918210e-10
2.195913591359135637e+02	7.567222726668395268e-10	6.238534367625220907e-10
2.196261626162616096e+02	7.567046014585354185e-10	6.237837552347069860e-10
2.196609660966096271e+02	7.566869297676040963e-10	6.237140179865400557e-10
2.196957695769576731e+02	7.566692575889236581e-10	6.236442255323139181e-10
2.197305730573057190e+02	7.566515849173712708e-10	6.235743783863224320e-10
2.197653765376537365e+02	7.566339117478248252e-10	6.235044770628579055e-10
2.198001800180017824e+02	7.566162380751620055e-10	6.234345220762141976e-10
2.198349834983497999e+02	7.565985638942604956e-10	6.233645139406838231e-10
2.198697869786978458e+02	7.565808891999982899e-10	6.232944531705603308e-10
2.199045904590458917e+02	7.565632139872526589e-10	6.232243402801366492e-10
2.199393939393939092e+02	7.565455382509013898e-10	6.231541757837059134e-10
2.199741974197419552e+02	7.565278619858223737e-10	6.230839601955613620e-10
2.200090009000900011e+02	7.565101851868932946e-10	6.230136940299963371e-10
2.200438043804380186e+02	7.564925078489918365e-10	6.229433778013034568e-10
2.200786078607860645e+02	7.564748299669954766e-10	6.228730120237759598e-10
2.201134113411340820e+02	7.564571515357818992e-10	6.228025972117072914e-10
2.201482148214821279e+02	7.564394725502294085e-10	6.227321338793903801e-10
2.201830183018301739e+02	7.564217930052150682e-10	6.226616225411182577e-10
2.202178217821781914e+02	7.564041128956170795e-10	6.225910637111844729e-10
2.202526252625262373e+02	7.563864322163126093e-10	6.225204579038816440e-10
2.202874287428742548e+02	7.563687509621796520e-10	6.224498056335032164e-10
2.203222322232223007e+02	7.563510691280959949e-10	6.223791074143421184e-10
2.203570357035703466e+02	7.563333867089389086e-10	6.223083637606915888e-10
2.203918391839183641e+02	7.563157036995869043e-10	6.222375751868447626e-10
2.204266426642664101e+02	7.562980200949168388e-10	6.221667422070946718e-10
2.204614461446144276e+02	7.562803358898067064e-10	6.220958653357347617e-10
2.204962496249624735e+02	7.562626510791346048e-10	6.220249450870576504e-10
2.205310531053105194e+02	7.562449656577775976e-10	6.219539819753568869e-10
2.205658565856585369e+02	7.562272796206137825e-10	6.218829765149255030e-10
2.206006600660065828e+02	7.562095929625209468e-10	6.218119292200567371e-10
2.206354635463546003e+02	7.561919056783762578e-10	6.217408406050432076e-10
2.206702670267026463e+02	7.561742177630579165e-10	6.216697111841787734e-10
2.207050705070506922e+02	7.561565292114436068e-10	6.215985414717559494e-10
2.207398739873987097e+02	7.561388400184110129e-10	6.215273319820681809e-10
2.207746774677467556e+02	7.561211501788374051e-10	6.214560832294082930e-10
2.208094809480948015e+02	7.561034596876008813e-10	6.213847957280701446e-10
2.208442844284428190e+02	7.560857685395789186e-10	6.213134699923459404e-10
2.208790879087908650e+02	7.560680767296496147e-10	6.212421065365295393e-10
2.209138913891388825e+02	7.560503842526906535e-10	6.211707058749136631e-10
2.209486948694869284e+02	7.560326911035788921e-10	6.210992685217913434e-10
2.209834983498349743e+02	7.560149972771931519e-10	6.210277949914560257e-10
2.210183018301829918e+02	7.559973027684101862e-10	6.209562857982009486e-10
2.210531053105310377e+02	7.559796075721086098e-10	6.208847414563188337e-10
2.210879087908790552e+02	7.559619116831656932e-10	6.208131624801031264e-10
2.211227122712271012e+02	7.559442150964587067e-10	6.207415493838467551e-10
2.211575157515751471e+02	7.559265178068659548e-10	6.206699026818427516e-10
2.211923192319231646e+02	7.559088198092646046e-10	6.205982228883848716e-10
2.212271227122712105e+02	7.558911210985330640e-10	6.205265105177653195e-10
2.212619261926192280e+02	7.558734216695486033e-10	6.204547660842776443e-10
2.212967296729672739e+02	7.558557215171890102e-10	6.203829901022156015e-10
2.213315331533153199e+02	7.558380206363319685e-10	6.203111830858712924e-10
2.213663366336633374e+02	7.558203190218549556e-10	6.202393455495384725e-10
2.214011401140113833e+02	7.558026166686360691e-10	6.201674780075099668e-10
2.214359435943594008e+02	7.557849135715526829e-10	6.200955809740792208e-10
2.214707470747074467e+02	7.557672097254829981e-10	6.200236549635391629e-10
2.215055505550554926e+02	7.557495051253037680e-10	6.199517004901829282e-10
2.215403540354035101e+02	7.557317997658935040e-10	6.198797180683034452e-10
2.215751575157515560e+02	7.557140936421297867e-10	6.198077082121941593e-10
2.216099609960996020e+02	7.556963867488900934e-10	6.197356714361481023e-10
2.216447644764476195e+02	7.556786790810526251e-10	6.196636082544585127e-10
2.216795679567956654e+02	7.556609706334944454e-10	6.195915191814182156e-10
2.217143714371436829e+02	7.556432614010934453e-10	6.195194047313208632e-10
2.217491749174917288e+02	7.556255513787274122e-10	6.194472654184590738e-10
2.217839783978397747e+02	7.556078405612741335e-10	6.193751017571261892e-10
2.218187818781877922e+02	7.555901289436113967e-10	6.193029142616153447e-10
2.218535853585358382e+02	7.555724165206163689e-10	6.192307034462194688e-10
2.218883888388838557e+02	7.555547032871671477e-10	6.191584698252320068e-10
2.219231923192319016e+02	7.555369892381416240e-10	6.190862139129458871e-10
2.219579957995799475e+02	7.555192743684171716e-10	6.190139362236540382e-10
2.219927992799279650e+02	7.555015586728716814e-10	6.189416372716503189e-10
2.220276027602760109e+02	7.554838421463826306e-10	6.188693175712272443e-10
2.220624062406240284e+02	7.554661247838277033e-10	6.187969776366779493e-10
2.220972097209720744e+02	7.554484065800851006e-10	6.187246179822955694e-10
2.221320132013201203e+02	7.554306875300318861e-10	6.186522391223734463e-10
2.221668166816681378e+02	7.554129676285464676e-10	6.185798415712049223e-10
2.222016201620161837e+02	7.553952468705055987e-10	6.185074258430824086e-10
2.222364236423642012e+02	7.553775252507877905e-10	6.184349924522999711e-10
2.222712271227122471e+02	7.553598027642704170e-10	6.183625419131498144e-10
2.223060306030602931e+02	7.553420794058311622e-10	6.182900747399253838e-10
2.223408340834083106e+02	7.553243551703482271e-10	6.182175914469200215e-10
2.223756375637563565e+02	7.553066300526982618e-10	6.181450925484269659e-10
2.224104410441044024e+02	7.552889040477601912e-10	6.180725785587387320e-10
2.224452445244524199e+02	7.552711771504104585e-10	6.180000499921493854e-10
2.224800480048004658e+02	7.552534493555278851e-10	6.179275073629511309e-10
2.225148514851484833e+02	7.552357206579895348e-10	6.178549511854374137e-10
2.225496549654965293e+02	7.552179910526731950e-10	6.177823819739017828e-10
2.225844584458445752e+02	7.552002605344568599e-10	6.177098002426365461e-10
2.226192619261925927e+02	7.551825290982179035e-10	6.176372065059354593e-10
2.226540654065406386e+02	7.551647967388342164e-10	6.175646012780915541e-10
2.226888688868886561e+02	7.551470634511836897e-10	6.174919850733980691e-10
2.227236723672367020e+02	7.551293292301433870e-10	6.174193584061479328e-10
2.227584758475847480e+02	7.551115940705915092e-10	6.173467217906341769e-10
2.227932793279327655e+02	7.550938579674055338e-10	6.172740757411498333e-10
2.228280828082808114e+02	7.550761209154632481e-10	6.172014207719885542e-10
2.228628862886288289e+02	7.550583829096427498e-10	6.171287573974429577e-10
2.228976897689768748e+02	7.550406439448211025e-10	6.170560861318064893e-10
2.229324932493249207e+02	7.550229040158764039e-10	6.169834074893723876e-10
2.229672967296729382e+02	7.550051631176861313e-10	6.169107219844332707e-10
2.230021002100209842e+02	7.549874212451280721e-10	6.168380301312826876e-10
2.230369036903690017e+02	7.549696783930800138e-10	6.167653324442135665e-10
2.230717071707170476e+02	7.549519345564195370e-10	6.166926294375190428e-10
2.231065106510650935e+02	7.549341897300242224e-10	6.166199216254925617e-10
2.231413141314131110e+02	7.549164439087721677e-10	6.165472095224269484e-10
2.231761176117611569e+02	7.548986970875407466e-10	6.164744936426152346e-10
2.232109210921092028e+02	7.548809492612078501e-10	6.164017745003509691e-10
2.232457245724572203e+02	7.548632004246511622e-10	6.163290526099267701e-10
2.232805280528052663e+02	7.548454505727480568e-10	6.162563284856360830e-10
2.233153315331532838e+02	7.548276997003766315e-10	6.161836026417720431e-10
2.233501350135013297e+02	7.548099478024144670e-10	6.161108755926276822e-10
2.233849384938493756e+02	7.547921948737391439e-10	6.160381478524963421e-10
2.234197419741973931e+02	7.547744409092287600e-10	6.159654199356707447e-10
2.234545454545454390e+02	7.547566859037603787e-10	6.158926923564443351e-10
2.234893489348934565e+02	7.547389298522119945e-10	6.158199656291098352e-10
2.235241524152415025e+02	7.547211727494618083e-10	6.157472402679612072e-10
2.235589558955895484e+02	7.547034145903866771e-10	6.156745167872907592e-10
2.235937593759375659e+02	7.546856553698651120e-10	6.156017957013920400e-10
2.236285628562856118e+02	7.546678950827739700e-10	6.155290775245578745e-10
2.236633663366336293e+02	7.546501337239914520e-10	6.154563627710818117e-10
2.236981698169816752e+02	7.546323712883951388e-10	6.153836519552566764e-10
2.237329732973297212e+02	7.546146077708628178e-10	6.153109455913758107e-10
2.237677767776777387e+02	7.545968431662725867e-10	6.152382441937319363e-10
2.238025802580257846e+02	7.545790774695014057e-10	6.151655482766187052e-10
2.238373837383738021e+02	7.545613106754272690e-10	6.150928583543290460e-10
2.238721872187218480e+02	7.545435427789277574e-10	6.150201749411559904e-10
2.239069906990698939e+02	7.545257737748809684e-10	6.149474985513923634e-10
2.239417941794179114e+02	7.545080036581644828e-10	6.148748296993320240e-10
2.239765976597659574e+02	7.544902324236557778e-10	6.148021688992675905e-10
2.240114011401140033e+02	7.544724600662324340e-10	6.147295166654921980e-10
2.240462046204620208e+02	7.544546865807725491e-10	6.146568735122993954e-10
2.240810081008100667e+02	7.544369119621532903e-10	6.145842399539818008e-10
2.241158115811580842e+02	7.544191362052533754e-10	6.145116165048329630e-10
2.241506150615061301e+02	7.544013593049493512e-10	6.144390036791457072e-10
2.241854185418541761e+02	7.543835812561195221e-10	6.143664019912133752e-10
2.242202220222021936e+02	7.543658020536412621e-10	6.142938119553286886e-10
2.242550255025502395e+02	7.543480216923928754e-10	6.142212340857854032e-10
2.242898289828982570e+02	7.543302401672515293e-10	6.141486688968763438e-10
2.243246324632463029e+02	7.543124574730951145e-10	6.140761169028943355e-10
2.243594359435943488e+02	7.542946736048014186e-10	6.140035786181330305e-10
2.243942394239423663e+02	7.542768885572478153e-10	6.139310545568853573e-10
2.244290429042904123e+02	7.542591023253120921e-10	6.138585452334441407e-10
2.244638463846384298e+02	7.542413149038722434e-10	6.137860511621030330e-10
2.244986498649864757e+02	7.542235262878059530e-10	6.137135728571547558e-10
2.245334533453345216e+02	7.542057364719905950e-10	6.136411108328927546e-10
2.245682568256825391e+02	7.541879454513040601e-10	6.135686656036098543e-10
2.246030603060305850e+02	7.541701532206241359e-10	6.134962376835992935e-10
2.246378637863786025e+02	7.541523597748281961e-10	6.134238275871545176e-10
2.246726672667266484e+02	7.541345651087942350e-10	6.133514358285680415e-10
2.247074707470746944e+02	7.541167692173997299e-10	6.132790629221336207e-10
2.247422742274227119e+02	7.540989720955229852e-10	6.132067093821439769e-10
2.247770777077707578e+02	7.540811737380409612e-10	6.131343757228923487e-10
2.248118811881188037e+02	7.540633741398317556e-10	6.130620624586718712e-10
2.248466846684668212e+02	7.540455732957730524e-10	6.129897701037755762e-10
2.248814881488148671e+02	7.540277712007423288e-10	6.129174991724968059e-10
2.249162916291628846e+02	7.540099678496171656e-10	6.128452501791285919e-10
2.249510951095109306e+02	7.539921632372760739e-10	6.127730236379640695e-10
2.249858985898589765e+02	7.539743573585958073e-10	6.127008200632963739e-10
2.250207020702069940e+02	7.539565502084548769e-10	6.126286399694186402e-10
2.250555055505550399e+02	7.539387417817302431e-10	6.125564838706236936e-10
2.250903090309030574e+02	7.539209320732999001e-10	6.124843522812051862e-10
2.251251125112511033e+02	7.539031210780419455e-10	6.124122457154559430e-10
2.251599159915991493e+02	7.538853087908334431e-10	6.123401646876692026e-10
2.251947194719471668e+02	7.538674952065522836e-10	6.122681097121378934e-10
2.252295229522952127e+02	7.538496803200764613e-10	6.121960813031552541e-10
2.252643264326432302e+02	7.538318641262835569e-10	6.121240799750147299e-10
2.252991299129912761e+02	7.538140466200508409e-10	6.120521062420090426e-10
2.253339333933393220e+02	7.537962277962568244e-10	6.119801606184314308e-10
2.253687368736873395e+02	7.537784076497785712e-10	6.119082436185752364e-10
2.254035403540353855e+02	7.537605861754940755e-10	6.118363557567330776e-10
2.254383438343834030e+02	7.537427633682806078e-10	6.117644975471986067e-10
2.254731473147314489e+02	7.537249392230163691e-10	6.116926695042645453e-10
2.255079507950794948e+02	7.537071137345788366e-10	6.116208721422243387e-10
2.255427542754275123e+02	7.536892868978460047e-10	6.115491059753711222e-10
2.255775577557755582e+02	7.536714587076950404e-10	6.114773715179979275e-10
2.256123612361236042e+02	7.536536291590042481e-10	6.114056692843977866e-10
2.256471647164716217e+02	7.536357982466505882e-10	6.113339997888641447e-10
2.256819681968196676e+02	7.536179659655124683e-10	6.112623635456894134e-10
2.257167716771676851e+02	7.536001323104675727e-10	6.111907610691675549e-10
2.257515751575157310e+02	7.535822972763927582e-10	6.111191928735912909e-10
2.257863786378637769e+02	7.535644608581666394e-10	6.110476594732537566e-10
2.258211821182117944e+02	7.535466230506666935e-10	6.109761613824481907e-10
2.258559855985598404e+02	7.535287838487701911e-10	6.109046991154676249e-10
2.258907890789078579e+02	7.535109432473556434e-10	6.108332731866051944e-10
2.259255925592559038e+02	7.534931012413000107e-10	6.107618841101542412e-10
2.259603960396039497e+02	7.534752578254811837e-10	6.106905324004074869e-10
2.259951995199519672e+02	7.534574129947770535e-10	6.106192185716584804e-10
2.260300030003000131e+02	7.534395667440648903e-10	6.105479431382001501e-10
2.260648064806480306e+02	7.534217190682231021e-10	6.104767066143254242e-10
2.260996099609960766e+02	7.534038699621288560e-10	6.104055095143278518e-10
2.261344134413441225e+02	7.533860194206601461e-10	6.103343523525003611e-10
2.261692169216921400e+02	7.533681674386943464e-10	6.102632356431359839e-10
2.262040204020401859e+02	7.533503140111092443e-10	6.101921599005281658e-10
2.262388238823882034e+02	7.533324591327831442e-10	6.101211256389696282e-10
2.262736273627362493e+02	7.533146027985926963e-10	6.100501333727538166e-10
2.263084308430842952e+02	7.532967450034164117e-10	6.099791836161734526e-10
2.263432343234323127e+02	7.532788857421315610e-10	6.099082768835221883e-10
2.263780378037803587e+02	7.532610250096160349e-10	6.098374136890930557e-10
2.264128412841284046e+02	7.532431628007477244e-10	6.097665945471785695e-10
2.264476447644764221e+02	7.532252991104041066e-10	6.096958199720727954e-10
2.264824482448244680e+02	7.532074339334626590e-10	6.096250904780680416e-10
2.265172517251724855e+02	7.531895672648013756e-10	6.095544065794581670e-10
2.265520552055205314e+02	7.531716990992978372e-10	6.094837687905356865e-10
2.265868586858685774e+02	7.531538294318300380e-10	6.094131776255939419e-10
2.266216621662165949e+02	7.531359582572754553e-10	6.093426335989261720e-10
2.266564656465646408e+02	7.531180855705116698e-10	6.092721372248255119e-10
2.266912691269126583e+02	7.531002113664164688e-10	6.092016890175849935e-10
2.267260726072607042e+02	7.530823356398676399e-10	6.091312894914976485e-10
2.267608760876087501e+02	7.530644583857427636e-10	6.090609391608566122e-10
2.267956795679567676e+02	7.530465795989196276e-10	6.089906385399555367e-10
2.268304830483048136e+02	7.530286992742761225e-10	6.089203881430868335e-10
2.268652865286528311e+02	7.530108174066895189e-10	6.088501884845439480e-10
2.269000900090008770e+02	7.529929339910380179e-10	6.087800400786199119e-10
2.269348934893489229e+02	7.529750490221986830e-10	6.087099434396081707e-10
2.269696969696969404e+02	7.529571624950497154e-10	6.086398990818014460e-10
2.270045004500449863e+02	7.529392744044689025e-10	6.085699075194929764e-10
2.270393039303930038e+02	7.529213847453335147e-10	6.084999692669761039e-10
2.270741074107410498e+02	7.529034935125214429e-10	6.084300848385439637e-10
2.271089108910890957e+02	7.528856007009105780e-10	6.083602547484892774e-10
2.271437143714371132e+02	7.528677063053780871e-10	6.082904795111054904e-10
2.271785178517851591e+02	7.528498103208025847e-10	6.082207596406856345e-10
2.272133213321332050e+02	7.528319127420607209e-10	6.081510956515229484e-10
2.272481248124812225e+02	7.528140135640309036e-10	6.080814880579105672e-10
2.272829282928292685e+02	7.527961127815906101e-10	6.080119373741414193e-10
2.273177317731772860e+02	7.527782103896177312e-10	6.079424441145089501e-10
2.273525352535253319e+02	7.527603063829895374e-10	6.078730087933058813e-10
2.273873387338733778e+02	7.527424007565843330e-10	6.078036319248256582e-10
2.274221422142213953e+02	7.527244935052791819e-10	6.077343140233613127e-10
2.274569456945694412e+02	7.527065846239522849e-10	6.076650556032058766e-10
2.274917491749174587e+02	7.526886741074813263e-10	6.075958571786526918e-10
2.275265526552655047e+02	7.526707619507433696e-10	6.075267192639946868e-10
2.275613561356135506e+02	7.526528481486167193e-10	6.074576423735251001e-10
2.275961596159615681e+02	7.526349326959788527e-10	6.073886270215371705e-10
2.276309630963096140e+02	7.526170155877076605e-10	6.073196737223237228e-10
2.276657665766576315e+02	7.525990968186812406e-10	6.072507829901782025e-10
2.277005700570056774e+02	7.525811763837761394e-10	6.071819553393935380e-10
2.277353735373537233e+02	7.525632542778708684e-10	6.071131912842628645e-10
2.277701770177017409e+02	7.525453304958430080e-10	6.070444913390795240e-10
2.278049804980497868e+02	7.525274050325701391e-10	6.069758560181363415e-10
2.278397839783978043e+02	7.525094778829302558e-10	6.069072858357266591e-10
2.278745874587458502e+02	7.524915490418008355e-10	6.068387813061435084e-10
2.279093909390938961e+02	7.524736185040594586e-10	6.067703429436800248e-10
2.279441944194419136e+02	7.524556862645837061e-10	6.067019712626294468e-10
2.279789978997899595e+02	7.524377523182519855e-10	6.066336667772848063e-10
2.280138013801380055e+02	7.524198166599415676e-10	6.065654300019391350e-10
2.280486048604860230e+02	7.524018792845299294e-10	6.064972614508857749e-10
2.280834083408340689e+02	7.523839401868950652e-10	6.064291616384178613e-10
2.281182118211820864e+02	7.523659993619145558e-10	6.063611310788283226e-10
2.281530153015301323e+02	7.523480568044659817e-10	6.062931702864102939e-10
2.281878187818781782e+02	7.523301125094274406e-10	6.062252797754570139e-10
2.282226222622261957e+02	7.523121664716763064e-10	6.061574600602616177e-10
2.282574257425742417e+02	7.522942186860903665e-10	6.060897116551172407e-10
2.282922292229222592e+02	7.522762691475475118e-10	6.060220350743170179e-10
2.283270327032703051e+02	7.522583178509249093e-10	6.059544308321539812e-10
2.283618361836183510e+02	7.522403647911008636e-10	6.058868994429213692e-10
2.283966396639663685e+02	7.522224099629527484e-10	6.058194414209122137e-10
2.284314431443144144e+02	7.522044533613585579e-10	6.057520572804198567e-10
2.284662466246624319e+02	7.521864949811955628e-10	6.056847475357369165e-10
2.285010501050104779e+02	7.521685348173416538e-10	6.056175127011572519e-10
2.285358535853585238e+02	7.521505728646746183e-10	6.055503532909733778e-10
2.285706570657065413e+02	7.521326091180722439e-10	6.054832698194787397e-10
2.286054605460545872e+02	7.521146435724120078e-10	6.054162628009663693e-10
2.286402640264026047e+02	7.520966762225713872e-10	6.053493327497295053e-10
2.286750675067506506e+02	7.520787070634285833e-10	6.052824801800610760e-10
2.287098709870986966e+02	7.520607360898613833e-10	6.052157056062544234e-10
2.287446744674467141e+02	7.520427632967470579e-10	6.051490095426024760e-10
2.287794779477947600e+02	7.520247886789634979e-10	6.050823925033984723e-10
2.288142814281428059e+02	7.520068122313879737e-10	6.050158550029356511e-10
2.288490849084908234e+02	7.519888339488988932e-10	6.049493975555068371e-10
2.288838883888388693e+02	7.519708538263737336e-10	6.048830206754054760e-10
2.289186918691868868e+02	7.519528718586900756e-10	6.048167248769245994e-10
2.289534953495349328e+02	7.519348880407253965e-10	6.047505106743571358e-10
2.289882988298829787e+02	7.519169023673577939e-10	6.046843785819965306e-10
2.290231023102309962e+02	7.518989148334648484e-10	6.046183291141357122e-10
2.290579057905790421e+02	7.518809254339243476e-10	6.045523627850679192e-10
2.290927092709270596e+02	7.518629341636139755e-10	6.044864801090862868e-10
2.291275127512751055e+02	7.518449410174111058e-10	6.044206816004837434e-10
2.291623162316231515e+02	7.518269459901939398e-10	6.043549677735535276e-10
2.291971197119711690e+02	7.518089490768396444e-10	6.042893391425889815e-10
2.292319231923192149e+02	7.517909502722260072e-10	6.042237962218829299e-10
2.292667266726672324e+02	7.517729495712315393e-10	6.041583395257287150e-10
2.293015301530152783e+02	7.517549469687329942e-10	6.040929695684191618e-10
2.293363336333633242e+02	7.517369424596084695e-10	6.040276868642479223e-10
2.293711371137113417e+02	7.517189360387355460e-10	6.039624919275078217e-10
2.294059405940593876e+02	7.517009277009919077e-10	6.038973852724917884e-10
2.294407440744074052e+02	7.516829174412555489e-10	6.038323674134931643e-10
2.294755475547554511e+02	7.516649052544040501e-10	6.037674388648051881e-10
2.295103510351034970e+02	7.516468911353147853e-10	6.037026001407206848e-10
2.295451545154515145e+02	7.516288750788655419e-10	6.036378517555332031e-10
2.295799579957995604e+02	7.516108570799343142e-10	6.035731942235353613e-10
2.296147614761476063e+02	7.515928371333987861e-10	6.035086280590208116e-10
2.296495649564956238e+02	7.515748152341364351e-10	6.034441537762823790e-10
2.296843684368436698e+02	7.515567913770250485e-10	6.033797718896131986e-10
2.297191719171916873e+02	7.515387655569423104e-10	6.033154829133065092e-10
2.297539753975397332e+02	7.515207377687660083e-10	6.032512873616553425e-10
2.297887788778877791e+02	7.515027080073737227e-10	6.031871857489528337e-10
2.298235823582357966e+02	7.514846762676434480e-10	6.031231785894922214e-10
2.298583858385838425e+02	7.514666425444524547e-10	6.030592663975665374e-10
2.298931893189318600e+02	7.514486068326786335e-10	6.029954496874690203e-10
2.299279927992799060e+02	7.514305691271997719e-10	6.029317289734925986e-10
2.299627962796279519e+02	7.514125294228933473e-10	6.028681047699305108e-10
2.299975997599759694e+02	7.513944877146374571e-10	6.028045775910759955e-10
2.300324032403240153e+02	7.513764439973093720e-10	6.027411479512218778e-10
2.300672067206720328e+02	7.513583982657870861e-10	6.026778163646617064e-10
2.301020102010200787e+02	7.513403505149481802e-10	6.026145833456884098e-10
2.301368136813681247e+02	7.513223007396704416e-10	6.025514494085950198e-10
2.301716171617161422e+02	7.513042489348313476e-10	6.024884150676747749e-10
2.302064206420641881e+02	7.512861950953090993e-10	6.024254808372207070e-10
2.302412241224122056e+02	7.512681392159805536e-10	6.023626472315261581e-10
2.302760276027602515e+02	7.512500812917241182e-10	6.022999147648840565e-10
2.303108310831082974e+02	7.512320213174173739e-10	6.022372839515874342e-10
2.303456345634563149e+02	7.512139592879381081e-10	6.021747553059298398e-10
2.303804380438043609e+02	7.511958951981635913e-10	6.021123293422039950e-10
2.304152415241524068e+02	7.511778290429719211e-10	6.020500065747031384e-10
2.304500450045004243e+02	7.511597608172404713e-10	6.019877875205643556e-10
2.304848484848484702e+02	7.511416905158473397e-10	6.019256730980251281e-10
2.305196519651964877e+02	7.511236181336701069e-10	6.018636650370432342e-10
2.305544554455445336e+02	7.511055436655859400e-10	6.018017651655720224e-10
2.305892589258925796e+02	7.510874671064733501e-10	6.017399753115651512e-10
2.306240624062405971e+02	7.510693884512096078e-10	6.016782973029759692e-10
2.306588658865886430e+02	7.510513076946726039e-10	6.016167329677585486e-10
2.306936693669366605e+02	7.510332248317400225e-10	6.015552841338661344e-10
2.307284728472847064e+02	7.510151398572893408e-10	6.014939526292524887e-10
2.307632763276327523e+02	7.509970527661981395e-10	6.014327402818709600e-10
2.307980798079807698e+02	7.509789635533446196e-10	6.013716489196758273e-10
2.308328832883288158e+02	7.509608722136062584e-10	6.013106803706196118e-10
2.308676867686768333e+02	7.509427787418608434e-10	6.012498364626569029e-10
2.309024902490248792e+02	7.509246831329856450e-10	6.011891190237406353e-10
2.309372937293729251e+02	7.509065853818588642e-10	6.011285298818249847e-10
2.309720972097209426e+02	7.508884854833579784e-10	6.010680708648629893e-10
2.310069006900689885e+02	7.508703834323606715e-10	6.010077438008086180e-10
2.310417041704170060e+02	7.508522792237448345e-10	6.009475505176155295e-10
2.310765076507650519e+02	7.508341728523880480e-10	6.008874928432367621e-10
2.311113111311130979e+02	7.508160643131679960e-10	6.008275726056264912e-10
2.311461146114611154e+02	7.507979536009625694e-10	6.007677916327380655e-10
2.311809180918091613e+02	7.507798407106489353e-10	6.007081517525252469e-10
2.312157215721572072e+02	7.507617256371053981e-10	6.006486547929414874e-10
2.312505250525052247e+02	7.507436083752096418e-10	6.005893025819406522e-10
2.312853285328532706e+02	7.507254889198385235e-10	6.005300969474756764e-10
2.313201320132012881e+02	7.507073672658707609e-10	6.004710397175009424e-10
2.313549354935493341e+02	7.506892434081836248e-10	6.004121327199695918e-10
2.313897389738973800e+02	7.506711173416552126e-10	6.003533777828353866e-10
2.314245424542453975e+02	7.506529890611622779e-10	6.002947767340519855e-10
2.314593459345934434e+02	7.506348585615833318e-10	6.002363314015726336e-10
2.314941494149414609e+02	7.506167258377958518e-10	6.001780436133514031e-10
2.315289528952895068e+02	7.505985908846774184e-10	6.001199151973415391e-10
2.315637563756375528e+02	7.505804536971059224e-10	6.000619479814968036e-10
2.315985598559855703e+02	7.505623142699591514e-10	6.000041437937709586e-10
2.316333633363336162e+02	7.505441725981146860e-10	5.999465044621172493e-10
2.316681668166816337e+02	7.505260286764501068e-10	5.998890318144894376e-10
2.317029702970296796e+02	7.505078824998430980e-10	5.998317276788410789e-10
2.317377737773777255e+02	7.504897340631715503e-10	5.997745938831260385e-10
2.317725772577257430e+02	7.504715833613133546e-10	5.997176322552974581e-10
2.318073807380737890e+02	7.504534303891456779e-10	5.996608446233092032e-10
2.318421842184218065e+02	7.504352751415464113e-10	5.996042328151150358e-10
2.318769876987698524e+02	7.504171176133935488e-10	5.995477986586682010e-10
2.319117911791178983e+02	7.503989577995644643e-10	5.994915439819224608e-10
2.319465946594659158e+02	7.503807956949371522e-10	5.994354706128313704e-10
2.319813981398139617e+02	7.503626312943888828e-10	5.993795803793486920e-10
2.320162016201620077e+02	7.503444645927977538e-10	5.993238751094279808e-10
2.320510051005100252e+02	7.503262955850412425e-10	5.992683566310225851e-10
2.320858085808580711e+02	7.503081242659971363e-10	5.992130267720863706e-10
2.321206120612060886e+02	7.502899506305433260e-10	5.991578873605729957e-10
2.321554155415541345e+02	7.502717746735571857e-10	5.991029402244357057e-10
2.321902190219021804e+02	7.502535963899163992e-10	5.990481871916283658e-10
2.322250225022501979e+02	7.502354157744990643e-10	5.989936300901046349e-10
2.322598259825982439e+02	7.502172328221823479e-10	5.989392707478178612e-10
2.322946294629462614e+02	7.501990475278447615e-10	5.988851109927217035e-10
2.323294329432943073e+02	7.501808598863629549e-10	5.988311526527700273e-10
2.323642364236423532e+02	7.501626698926156463e-10	5.987773975559161809e-10
2.323990399039903707e+02	7.501444775414795892e-10	5.987238475301138231e-10
2.324338433843384166e+02	7.501262828278329846e-10	5.986705044033164056e-10
2.324686468646864341e+02	7.501080857465539301e-10	5.986173700034778974e-10
2.325034503450344801e+02	7.500898862925193859e-10	5.985644461585517502e-10
2.325382538253825260e+02	7.500716844606075533e-10	5.985117346964911058e-10
2.325730573057305435e+02	7.500534802456955992e-10	5.984592374452504499e-10
2.326078607860785894e+02	7.500352736426619314e-10	5.984069562327825107e-10
2.326426642664266069e+02	7.500170646463836137e-10	5.983548928870414637e-10
2.326774677467746528e+02	7.499988532517390538e-10	5.983030492359805541e-10
2.327122712271226987e+02	7.499806394536053155e-10	5.982514271075535439e-10
2.327470747074707162e+02	7.499624232468600828e-10	5.982000283297140916e-10
2.327818781878187622e+02	7.499442046263815567e-10	5.981488547304156493e-10
2.328166816681668081e+02	7.499259835870472145e-10	5.980979081376118755e-10
2.328514851485148256e+02	7.499077601237345335e-10	5.980471903792565323e-10
2.328862886288628715e+02	7.498895342313214046e-10	5.979967032833028647e-10
