# brass holder with empty powder container 
#  temperature (K) 	 M/H spline 0.1T (emu) 	 M/H spline 5T (emu)
4.585238523852385129e+01	7.956935722632442730e-10	8.312313611304815755e-10
4.588718871887188300e+01	7.958465145842830978e-10	8.313410530782115835e-10
4.592199219921991471e+01	7.959991604878662889e-10	8.314505856828518423e-10
4.595679567956795353e+01	7.961515102295478845e-10	8.315599609577403173e-10
4.599159915991598524e+01	7.963035640648822329e-10	8.316691809162146637e-10
4.602640264026402406e+01	7.964553222494234757e-10	8.317782475716132605e-10
4.606120612061205577e+01	7.966067850387259610e-10	8.318871629372733494e-10
4.609600960096009459e+01	7.967579526883439339e-10	8.319959290265335162e-10
4.613081308130812630e+01	7.969088254538320529e-10	8.321045478527312092e-10
4.616561656165615801e+01	7.970594035907445629e-10	8.322130214292042905e-10
4.620042004200419683e+01	7.972096873546351919e-10	8.323213517692911392e-10
4.623522352235222854e+01	7.973596770010587017e-10	8.324295408863291001e-10
4.627002700270026736e+01	7.975093727855696474e-10	8.325375907936561388e-10
4.630483048304829907e+01	7.976587749637218605e-10	8.326455035046109445e-10
4.633963396339633789e+01	7.978078837910696891e-10	8.327532810325302417e-10
4.637443744374436960e+01	7.979566995231676885e-10	8.328609253907527198e-10
4.640924092409240842e+01	7.981052224155701036e-10	8.329684385926161372e-10
4.644404440444044013e+01	7.982534527238307656e-10	8.330758226514582527e-10
4.647884788478847184e+01	7.984013907035048502e-10	8.331830795806170316e-10
4.651365136513651066e+01	7.985490366101457749e-10	8.332902113934303359e-10
4.654845484548454237e+01	7.986963906993085086e-10	8.333972201032361312e-10
4.658325832583258119e+01	7.988434532265468826e-10	8.335041077233722793e-10
4.661806180618061290e+01	7.989902244474156588e-10	8.336108762671766423e-10
4.665286528652865172e+01	7.991367046174687719e-10	8.337175277479873924e-10
4.668766876687668343e+01	7.992828939922604668e-10	8.338240641791418747e-10
4.672247224722471515e+01	7.994287928273455055e-10	8.339304875739783647e-10
4.675727572757275396e+01	7.995744013782778227e-10	8.340367999458351381e-10
4.679207920792078568e+01	7.997197199006117666e-10	8.341430030619463504e-10
4.682688268826882450e+01	7.998647486499016857e-10	8.342490969315220375e-10
4.686168616861685621e+01	8.000094878817018248e-10	8.343550807990060185e-10
4.689648964896489503e+01	8.001539378515667391e-10	8.344609539057057541e-10
4.693129312931292674e+01	8.002980988150504667e-10	8.345667154929282914e-10
4.696609660966095845e+01	8.004419710277071491e-10	8.346723648019808842e-10
4.700090009000899727e+01	8.005855547450914449e-10	8.347779010741704761e-10
4.703570357035702898e+01	8.007288502227575988e-10	8.348833235508048380e-10
4.707050705070506780e+01	8.008718577162598560e-10	8.349886314731901896e-10
4.710531053105309951e+01	8.010145774811522545e-10	8.350938240826344053e-10
4.714011401140113833e+01	8.011570097729894528e-10	8.351989006204446354e-10
4.717491749174917004e+01	8.012991548473256958e-10	8.353038603279279270e-10
4.720972097209720886e+01	8.014410129597154353e-10	8.354087024463911203e-10
4.724452445244524057e+01	8.015825843657125026e-10	8.355134262171419861e-10
4.727932793279327228e+01	8.017238693208713494e-10	8.356180308814869511e-10
4.731413141314131110e+01	8.018648680807466342e-10	8.357225156807339929e-10
4.734893489348934281e+01	8.020055809008923952e-10	8.358268798561896416e-10
4.738373837383738163e+01	8.021460080368630841e-10	8.359311226491613577e-10
4.741854185418541334e+01	8.022861497442126355e-10	8.360352433009561883e-10
4.745334533453345216e+01	8.024260062784960183e-10	8.361392410528812838e-10
4.748814881488148387e+01	8.025655778952666501e-10	8.362431151462441049e-10
4.752295229522951558e+01	8.027048648500794997e-10	8.363468648223514918e-10
4.755775577557755440e+01	8.028438673984886052e-10	8.364504893225101813e-10
4.759255925592558611e+01	8.029825857960483148e-10	8.365539878880285647e-10
4.762736273627362493e+01	8.031210202983129771e-10	8.366573597602126549e-10
4.766216621662165664e+01	8.032591711608370435e-10	8.367606041803702229e-10
4.769696969696969546e+01	8.033970386391746557e-10	8.368637203898084190e-10
4.773177317731772717e+01	8.035346229888796451e-10	8.369667076298339801e-10
4.776657665766575889e+01	8.036719244655072904e-10	8.370695651417544702e-10
4.780138013801379770e+01	8.038089433246110095e-10	8.371722921668769364e-10
4.783618361836182942e+01	8.039456798217457711e-10	8.372748879465086324e-10
4.787098709870986823e+01	8.040821342124655098e-10	8.373773517219563985e-10
4.790579057905789995e+01	8.042183067523244707e-10	8.374796827345280056e-10
4.794059405940593876e+01	8.043541976968772087e-10	8.375818802255298803e-10
4.797539753975397048e+01	8.044898073016779689e-10	8.376839434362695865e-10
4.801020102010200929e+01	8.046251358222805826e-10	8.377858716080543782e-10
4.804500450045004101e+01	8.047601835142401219e-10	8.378876639821911989e-10
4.807980798079807272e+01	8.048949506331105215e-10	8.379893197999874060e-10
4.811461146114611154e+01	8.050294374344460264e-10	8.380908383027499429e-10
4.814941494149414325e+01	8.051636441738009848e-10	8.381922187317860637e-10
4.818421842184218207e+01	8.052975711067296417e-10	8.382934603284029186e-10
4.821902190219021378e+01	8.054312184887865522e-10	8.383945623339079683e-10
4.825382538253825260e+01	8.055645865755256510e-10	8.384955239896081565e-10
4.828862886288628431e+01	8.056976756225015967e-10	8.385963445368105302e-10
4.832343234323431602e+01	8.058304858852682205e-10	8.386970232168220330e-10
4.835823582358235484e+01	8.059630176193803878e-10	8.387975592709505391e-10
4.839303930393038655e+01	8.060952710803920334e-10	8.388979519405026820e-10
4.842784278427842537e+01	8.062272465238576089e-10	8.389982004667857155e-10
4.846264626462645708e+01	8.063589442053313592e-10	8.390983040911069969e-10
4.849744974497449590e+01	8.064903643803676327e-10	8.391982620547733664e-10
4.853225322532252761e+01	8.066215073045206744e-10	8.392980735990919743e-10
4.856705670567055932e+01	8.067523732333450392e-10	8.393977379653703848e-10
4.860186018601859814e+01	8.068829624223943518e-10	8.394972543949155414e-10
4.863666366636662985e+01	8.070132751272235809e-10	8.395966221290344913e-10
4.867146714671466867e+01	8.071433116033869714e-10	8.396958404090347984e-10
4.870627062706270038e+01	8.072730721064387681e-10	8.397949084762231995e-10
4.874107410741073920e+01	8.074025568919328025e-10	8.398938255719069485e-10
4.877587758775877091e+01	8.075317662154238365e-10	8.399925909373934027e-10
4.881068106810680263e+01	8.076607003324660116e-10	8.400912038139894022e-10
4.884548454845484144e+01	8.077893594986140896e-10	8.401896634430024077e-10
4.888028802880287316e+01	8.079177439694216952e-10	8.402879690657394662e-10
4.891509150915091197e+01	8.080458540004436936e-10	8.403861199235077282e-10
4.894989498949894369e+01	8.081736898472339162e-10	8.404841152576144475e-10
4.898469846984698250e+01	8.083012517653467112e-10	8.405819543093669812e-10
4.901950195019501422e+01	8.084285400103367373e-10	8.406796363200713426e-10
4.905430543054305303e+01	8.085555548377581359e-10	8.407771605310364396e-10
4.908910891089108475e+01	8.086822965031650486e-10	8.408745261835680787e-10
4.912391239123911646e+01	8.088087652621118237e-10	8.409717325189743409e-10
4.915871587158715528e+01	8.089349613701528094e-10	8.410687787785618595e-10
4.919351935193518699e+01	8.090608850828428712e-10	8.411656642036380952e-10
4.922832283228322581e+01	8.091865366557352199e-10	8.412623880355098882e-10
4.926312631263125752e+01	8.093119163443851345e-10	8.413589495154843891e-10
4.929792979297929634e+01	8.094370244043461361e-10	8.414553478848689549e-10
4.933273327332732805e+01	8.095618610911729866e-10	8.415515823849709429e-10
4.936753675367535976e+01	8.096864266604200343e-10	8.416476522570971934e-10
4.940234023402339858e+01	8.098107213676413173e-10	8.417435567425549602e-10
4.943714371437143029e+01	8.099347454683912875e-10	8.418392950826512903e-10
4.947194719471946911e+01	8.100584992182242930e-10	8.419348665186936444e-10
4.950675067506750082e+01	8.101819828726944755e-10	8.420302702919887592e-10
4.954155415541553964e+01	8.103051966873562866e-10	8.421255056438443023e-10
4.957635763576357135e+01	8.104281409177638678e-10	8.422205718155672172e-10
4.961116111611160306e+01	8.105508158194718778e-10	8.423154680484646544e-10
4.964596459645964188e+01	8.106732216480342512e-10	8.424101935838438677e-10
4.968076807680767359e+01	8.107953586590051295e-10	8.425047476630118008e-10
4.971557155715571241e+01	8.109172271079393780e-10	8.425991295272757074e-10
4.975037503750374412e+01	8.110388272503908281e-10	8.426933384179427380e-10
4.978517851785178294e+01	8.111601593419144485e-10	8.427873735763201465e-10
4.981998199819981465e+01	8.112812236380635536e-10	8.428812342437151866e-10
4.985478547854785347e+01	8.114020203943933187e-10	8.429749196614348021e-10
4.988958895889588518e+01	8.115225498664573686e-10	8.430684290707863501e-10
4.992439243924391690e+01	8.116428123098104650e-10	8.431617617130766708e-10
4.995919591959195571e+01	8.117628079800067495e-10	8.432549168296134317e-10
4.999399939993998743e+01	8.118825371326005705e-10	8.433478936617029561e-10
5.002880288028802624e+01	8.120020000231458626e-10	8.434406914506537385e-10
5.006360636063605796e+01	8.121211969071978013e-10	8.435333094377715852e-10
5.009840984098409677e+01	8.122401280403100113e-10	8.436257468643645772e-10
5.013321332133212849e+01	8.123587936780368408e-10	8.437180029717394514e-10
5.016801680168016020e+01	8.124771940759326381e-10	8.438100770012034616e-10
5.020282028202819902e+01	8.125953294895518550e-10	8.439019681940637581e-10
5.023762376237623073e+01	8.127132001744485296e-10	8.439936757916274916e-10
5.027242724272426955e+01	8.128308063861771136e-10	8.440851990352020191e-10
5.030723072307230126e+01	8.129481483802921621e-10	8.441765371660942843e-10
5.034203420342034008e+01	8.130652264123479200e-10	8.442676894256114376e-10
5.037683768376837179e+01	8.131820407378981153e-10	8.443586550550607330e-10
5.041164116411640350e+01	8.132985916124974065e-10	8.444494332957495275e-10
5.044644464446444232e+01	8.134148792917003488e-10	8.445400233889847648e-10
5.048124812481247403e+01	8.135309040310609801e-10	8.446304245760732853e-10
5.051605160516051285e+01	8.136466660861338558e-10	8.447206360983228596e-10
5.055085508550854456e+01	8.137621657124728070e-10	8.448106571970402247e-10
5.058565856585658338e+01	8.138774031656324923e-10	8.449004871135329445e-10
5.062046204620461509e+01	8.139923787011671566e-10	8.449901250891076525e-10
5.065526552655265391e+01	8.141070925746312517e-10	8.450795703650722229e-10
5.069006900690068562e+01	8.142215450415785054e-10	8.451688221827328756e-10
5.072487248724871733e+01	8.143357363575637832e-10	8.452578797833978984e-10
5.075967596759675615e+01	8.144496667781413298e-10	8.453467424083734077e-10
5.079447944794478786e+01	8.145633365588651835e-10	8.454354092989669676e-10
5.082928292829282668e+01	8.146767459552900028e-10	8.455238796964862454e-10
5.086408640864085839e+01	8.147898952229699291e-10	8.456121528422376678e-10
5.089888988898889721e+01	8.149027846174588972e-10	8.457002279775289023e-10
5.093369336933692892e+01	8.150154143943118759e-10	8.457881043436665823e-10
5.096849684968496064e+01	8.151277848090826964e-10	8.458757811819584786e-10
5.100330033003299945e+01	8.152398961173258104e-10	8.459632577337110178e-10
5.103810381038103117e+01	8.153517485745955664e-10	8.460505332402322809e-10
5.107290729072906998e+01	8.154633424364461057e-10	8.461376069428286947e-10
5.110771077107710170e+01	8.155746779584317768e-10	8.462244780828076164e-10
5.114251425142514051e+01	8.156857553961072382e-10	8.463111459014768166e-10
5.117731773177317223e+01	8.157965750050263211e-10	8.463976096401424120e-10
5.121212121212120394e+01	8.159071370407433740e-10	8.464838685401121733e-10
5.124692469246924276e+01	8.160174417588128484e-10	8.465699218426933544e-10
5.128172817281727447e+01	8.161274894147891962e-10	8.466557687891927954e-10
5.131653165316531329e+01	8.162372802642263521e-10	8.467414086209178537e-10
5.135133513351334500e+01	8.163468145626790779e-10	8.468268405791756796e-10
5.138613861386138382e+01	8.164560925657011017e-10	8.469120639052734237e-10
5.142094209420941553e+01	8.165651145288474955e-10	8.469970778405181328e-10
5.145574557455745435e+01	8.166738807076717804e-10	8.470818816262170609e-10
5.149054905490548606e+01	8.167823913577286150e-10	8.471664745036772549e-10
5.152535253525351777e+01	8.168906467345721408e-10	8.472508557142061756e-10
5.156015601560155659e+01	8.169986470937569130e-10	8.473350244991110767e-10
5.159495949594958830e+01	8.171063926908371763e-10	8.474189800996984883e-10
5.162976297629762712e+01	8.172138837813673827e-10	8.475027217572757676e-10
5.166456645664565883e+01	8.173211206209011565e-10	8.475862487131507888e-10
5.169936993699369765e+01	8.174281034649935700e-10	8.476695602086299786e-10
5.173417341734172936e+01	8.175348325691985577e-10	8.477526554850206942e-10
5.176897689768976107e+01	8.176413081890702613e-10	8.478355337836300861e-10
5.180378037803779989e+01	8.177475305801635461e-10	8.479181943457654080e-10
5.183858385838583160e+01	8.178534999980321400e-10	8.480006364127338103e-10
5.187338733873387042e+01	8.179592166982307015e-10	8.480828592258422369e-10
5.190819081908190213e+01	8.180646809363132688e-10	8.481648620263983549e-10
5.194299429942994095e+01	8.181698929678346037e-10	8.482466440557086946e-10
5.197779777977797266e+01	8.182748530483484342e-10	8.483282045550807165e-10
5.201260126012600438e+01	8.183795614334094188e-10	8.484095427658217778e-10
5.204740474047404319e+01	8.184840183785715956e-10	8.484906579292387188e-10
5.208220822082207491e+01	8.185882241393896232e-10	8.485715492866391035e-10
5.211701170117011372e+01	8.186921789714176430e-10	8.486522160793295654e-10
5.215181518151814544e+01	8.187958831302099001e-10	8.487326575486175650e-10
5.218661866186618425e+01	8.188993368713203291e-10	8.488128729358101495e-10
5.222142214221421597e+01	8.190025404503042088e-10	8.488928614822149862e-10
5.225622562256225478e+01	8.191054941227149572e-10	8.489726224291385018e-10
5.229102910291028650e+01	8.192081981441074395e-10	8.490521550178883637e-10
5.232583258325831821e+01	8.193106527700356937e-10	8.491314584897713087e-10
5.236063606360635703e+01	8.194128582560535513e-10	8.492105320860947974e-10
5.239543954395438874e+01	8.195148148577161877e-10	8.492893750481659804e-10
5.243024302430242756e+01	8.196165228305774343e-10	8.493679866172923182e-10
5.246504650465045927e+01	8.197179824301919496e-10	8.494463660347802375e-10
5.249984998499849809e+01	8.198191939121133581e-10	8.495245125419376124e-10
5.253465346534652980e+01	8.199201575318965251e-10	8.496024253800709731e-10
5.256945694569456151e+01	8.200208735450954888e-10	8.496801037904880904e-10
5.260426042604260033e+01	8.201213422072648043e-10	8.497575470144959078e-10
5.263906390639063204e+01	8.202215637739584063e-10	8.498347542934012656e-10
5.267386738673867086e+01	8.203215385007312635e-10	8.499117248685117279e-10
5.270867086708670257e+01	8.204212666431365868e-10	8.499884579811344451e-10
5.274347434743474139e+01	8.205207484567297587e-10	8.500649528725763608e-10
5.277827782778277310e+01	8.206199841970647137e-10	8.501412087841448322e-10
5.281308130813080481e+01	8.207189741196953866e-10	8.502172249571469064e-10
5.284788478847884363e+01	8.208177184801766428e-10	8.502930006328897338e-10
5.288268826882687534e+01	8.209162175340623135e-10	8.503685350526806716e-10
5.291749174917491416e+01	8.210144715369071607e-10	8.504438274578263534e-10
5.295229522952294587e+01	8.211124807442651191e-10	8.505188770896347566e-10
5.298709870987098469e+01	8.212102454116902268e-10	8.505936831894126181e-10
5.302190219021901640e+01	8.213077657947377628e-10	8.506682449984666748e-10
5.305670567056705522e+01	8.214050421489614549e-10	8.507425617581048010e-10
5.309150915091508693e+01	8.215020747299151345e-10	8.508166327096341469e-10
5.312631263126311865e+01	8.215988637931539771e-10	8.508904570943612427e-10
5.316111611161115746e+01	8.216954095942312971e-10	8.509640341535937558e-10
5.319591959195918918e+01	8.217917123887024767e-10	8.510373631286388366e-10
5.323072307230722799e+01	8.218877724321213473e-10	8.511104432608033253e-10
5.326552655265525971e+01	8.219835899800419470e-10	8.511832737913946827e-10
5.330033003300329852e+01	8.220791652880188310e-10	8.512558539617197488e-10
5.333513351335133024e+01	8.221744986116060372e-10	8.513281830130861912e-10
5.336993699369936195e+01	8.222695902063583278e-10	8.514002601868007467e-10
5.340474047404740077e+01	8.223644403278298441e-10	8.514720847241707725e-10
5.343954395439543248e+01	8.224590492315747277e-10	8.515436558665034191e-10
5.347434743474347130e+01	8.225534171731473270e-10	8.516149728551057334e-10
5.350915091509150301e+01	8.226475444081020936e-10	8.516860349312852795e-10
5.354395439543954183e+01	8.227414311919931691e-10	8.517568413363486909e-10
5.357875787578757354e+01	8.228350777803752119e-10	8.518273913116034281e-10
5.361356135613560525e+01	8.229284844288019501e-10	8.518976840983565382e-10
5.364836483648364407e+01	8.230216513928279388e-10	8.519677189379150682e-10
5.368316831683167578e+01	8.231145789280074228e-10	8.520374950715864789e-10
5.371797179717971460e+01	8.232072672898952675e-10	8.521070117406779205e-10
5.375277527752774631e+01	8.232997167340446838e-10	8.521762681864962333e-10
5.378757875787578513e+01	8.233919275160109507e-10	8.522452636503488780e-10
5.382238223822381684e+01	8.234838998913482095e-10	8.523139973735426948e-10
5.385718571857185566e+01	8.235756341156103952e-10	8.523824685973855579e-10
5.389198919891988737e+01	8.236671304443517526e-10	8.524506765631838939e-10
5.392679267926791908e+01	8.237583891331269401e-10	8.525186205122452669e-10
5.396159615961595790e+01	8.238494104374902028e-10	8.525862996858765172e-10
5.399639963996398961e+01	8.239401946129957856e-10	8.526537133253851053e-10
5.403120312031202843e+01	8.240307419151979334e-10	8.527208606720780782e-10
5.406600660066006014e+01	8.241210525996512012e-10	8.527877409672625865e-10
5.410081008100809896e+01	8.242111269219093171e-10	8.528543534522456771e-10
5.413561356135613067e+01	8.243009651375270430e-10	8.529206973683348107e-10
5.417041704170416239e+01	8.243905675020588305e-10	8.529867719568368275e-10
5.420522052205220120e+01	8.244799342710583042e-10	8.530525764590591881e-10
5.424002400240023292e+01	8.245690657000807431e-10	8.531181101163092498e-10
5.427482748274827173e+01	8.246579620446796681e-10	8.531833721698934392e-10
5.430963096309630345e+01	8.247466235604094278e-10	8.532483618611193203e-10
5.434443444344434226e+01	8.248350505028248873e-10	8.533130784312940436e-10
5.437923792379237398e+01	8.249232431274794644e-10	8.533775211217249662e-10
5.441404140414040569e+01	8.250112016899285414e-10	8.534416891737190319e-10
5.444884488448844451e+01	8.250989264457254327e-10	8.535055818285834944e-10
5.448364836483647622e+01	8.251864176504249002e-10	8.535691983276256077e-10
5.451845184518451504e+01	8.252736755595816023e-10	8.536325379121520050e-10
5.455325532553254675e+01	8.253607004287491637e-10	8.536955998234704573e-10
5.458805880588058557e+01	8.254474925134822428e-10	8.537583833028880116e-10
5.462286228622861728e+01	8.255340520693351880e-10	8.538208875917120251e-10
5.465766576657665610e+01	8.256203793518619339e-10	8.538831119312489244e-10
5.469246924692468781e+01	8.257064746166171392e-10	8.539450555628064804e-10
5.472727272727271952e+01	8.257923381191550486e-10	8.540067177276919469e-10
5.476207620762075834e+01	8.258779701150299072e-10	8.540680976672116472e-10
5.479687968796879005e+01	8.259633708597962701e-10	8.541291946226740758e-10
5.483168316831682887e+01	8.260485406090082788e-10	8.541900078353852458e-10
5.486648664866486058e+01	8.261334796182197646e-10	8.542505365466529280e-10
5.490129012901289940e+01	8.262181881429854894e-10	8.543107799977839627e-10
5.493609360936093111e+01	8.263026664388595948e-10	8.543707374300857072e-10
5.497089708970896282e+01	8.263869147613964291e-10	8.544304080848654151e-10
5.500570057005700164e+01	8.264709333661506507e-10	8.544897912034299268e-10
5.504050405040503335e+01	8.265547225086760911e-10	8.545488860270868063e-10
5.507530753075307217e+01	8.266382824445274087e-10	8.546076917971427904e-10
5.511011101110110388e+01	8.267216134292584349e-10	8.546662077549052363e-10
5.514491449144914270e+01	8.268047157184240350e-10	8.547244331416817081e-10
5.517971797179717441e+01	8.268875895675784539e-10	8.547823671987785291e-10
5.521452145214520613e+01	8.269702352322751094e-10	8.548400091675035734e-10
5.524932493249324494e+01	8.270526529680693836e-10	8.548973582891638881e-10
5.528412841284127666e+01	8.271348430305150047e-10	8.549544138050663134e-10
5.531893189318931547e+01	8.272168056751665277e-10	8.550111749565182065e-10
5.535373537353734719e+01	8.272985411575783009e-10	8.550676409848266145e-10
5.538853885388538600e+01	8.273800497333041556e-10	8.551238111312989980e-10
5.542334233423341772e+01	8.274613316578988538e-10	8.551796846372424040e-10
5.545814581458145653e+01	8.275423871869167438e-10	8.552352607439636729e-10
5.549294929492948825e+01	8.276232165759117602e-10	8.552905386927705753e-10
5.552775277527751996e+01	8.277038200804383550e-10	8.553455177249696413e-10
5.556255625562555878e+01	8.277841979560511864e-10	8.554001970818685384e-10
5.559735973597359049e+01	8.278643504583038792e-10	8.554545760047742102e-10
5.563216321632162931e+01	8.279442778427512985e-10	8.555086537349939105e-10
5.566696669666966102e+01	8.280239803649477928e-10	8.555624295138343762e-10
5.570177017701769984e+01	8.281034582804469865e-10	8.556159025826034814e-10
5.573657365736573155e+01	8.281827118448036416e-10	8.556690721826080665e-10
5.577137713771376326e+01	8.282617413135721064e-10	8.557219375551548682e-10
5.580618061806180208e+01	8.283405469423070393e-10	8.557744979415516574e-10
5.584098409840983379e+01	8.284191289865617548e-10	8.558267525831053778e-10
5.587578757875787261e+01	8.284974877018912216e-10	8.558787007211231796e-10
5.591059105910590432e+01	8.285756233438496845e-10	8.559303415969123169e-10
5.594539453945394314e+01	8.286535361679918021e-10	8.559816744517796297e-10
5.598019801980197485e+01	8.287312264298711989e-10	8.560326985270327856e-10
5.601500150015000656e+01	8.288086943850421199e-10	8.560834130639788316e-10
5.604980498049804538e+01	8.288859402890596372e-10	8.561338173039247112e-10
5.608460846084607709e+01	8.289629643974774786e-10	8.561839104881774716e-10
5.611941194119411591e+01	8.290397669658498891e-10	8.562336918580445734e-10
5.615421542154214762e+01	8.291163482497317341e-10	8.562831606548332703e-10
5.618901890189018644e+01	8.291927085046766380e-10	8.563323161198504027e-10
5.622382238223821815e+01	8.292688479862394662e-10	8.563811574944034312e-10
5.625862586258624987e+01	8.293447669499739465e-10	8.564296840197990925e-10
5.629342934293428868e+01	8.294204656514353580e-10	8.564778949373448474e-10
5.632823282328232040e+01	8.294959443461767047e-10	8.565257894883479496e-10
5.636303630363035921e+01	8.295712032897529554e-10	8.565733669141153428e-10
5.639783978397839093e+01	8.296462427377186652e-10	8.566206264559544876e-10
5.643264326432642974e+01	8.297210629456279756e-10	8.566675673551724310e-10
5.646744674467446146e+01	8.297956641690350281e-10	8.567141888530760134e-10
5.650225022502250027e+01	8.298700466634937574e-10	8.567604901909725918e-10
5.653705370537053199e+01	8.299442106845592358e-10	8.568064706101698338e-10
5.657185718571856370e+01	8.300181564877857080e-10	8.568521293519741660e-10
5.660666066606660252e+01	8.300918843287265918e-10	8.568974656576931524e-10
5.664146414641463423e+01	8.301653944629372695e-10	8.569424787686338400e-10
5.667626762676267305e+01	8.302386871459711590e-10	8.569871679261032759e-10
5.671107110711070476e+01	8.303117626333831254e-10	8.570315323714089206e-10
5.674587458745874358e+01	8.303846211807272069e-10	8.570755713458578213e-10
5.678067806780677529e+01	8.304572630435580620e-10	8.571192840907568182e-10
5.681548154815480700e+01	8.305296884774297289e-10	8.571626698474133719e-10
5.685028502850284582e+01	8.306018977378961422e-10	8.572057278571348396e-10
5.688508850885087753e+01	8.306738910805122708e-10	8.572484573612281649e-10
5.691989198919891635e+01	8.307456687608321526e-10	8.572908576010004984e-10
5.695469546954694806e+01	8.308172310344099293e-10	8.573329278177589903e-10
5.698949894989498688e+01	8.308885781568001559e-10	8.573746672528108946e-10
5.702430243024301859e+01	8.309597103835568707e-10	8.574160751474633617e-10
5.705910591059105030e+01	8.310306279702345252e-10	8.574571507430233352e-10
5.709390939093908912e+01	8.311013311723876746e-10	8.574978932807981724e-10
5.712871287128712083e+01	8.311718202455700469e-10	8.575383020020951270e-10
5.716351635163515965e+01	8.312420954453365074e-10	8.575783761482211428e-10
5.719831983198319136e+01	8.313121570272408873e-10	8.576181149604836803e-10
5.723312331233123018e+01	8.313820052468380521e-10	8.576575176801898899e-10
5.726792679267926189e+01	8.314516403596816262e-10	8.576965835486465086e-10
5.730273027302730071e+01	8.315210626213263715e-10	8.577353118071608935e-10
5.733753375337533242e+01	8.315902722873264296e-10	8.577737016970404018e-10
5.737233723372336414e+01	8.316592696132364590e-10	8.578117524595920807e-10
5.740714071407140295e+01	8.317280548546104979e-10	8.578494633361229771e-10
5.744194419441943467e+01	8.317966282670025843e-10	8.578868335679406550e-10
5.747674767476747348e+01	8.318649901059667563e-10	8.579238623963517479e-10
5.751155115511550520e+01	8.319331406270582930e-10	8.579605490626638199e-10
5.754635463546354401e+01	8.320010800858310255e-10	8.579968928746953396e-10
5.758115811581157573e+01	8.320688087378391989e-10	8.580328941002884234e-10
5.761596159615960744e+01	8.321363268386370580e-10	8.580685537287184103e-10
5.765076507650764626e+01	8.322036346437789512e-10	8.581038727668310928e-10
5.768556855685567797e+01	8.322707324088194336e-10	8.581388522214718499e-10
5.772037203720371679e+01	8.323376203893126467e-10	8.581734930994864741e-10
5.775517551755174850e+01	8.324042988408127321e-10	8.582077964077197241e-10
5.778997899789978732e+01	8.324707680188738312e-10	8.582417631530172890e-10
5.782478247824781903e+01	8.325370281790508095e-10	8.582753943422242376e-10
5.785958595859585074e+01	8.326030795768979117e-10	8.583086909821865692e-10
5.789438943894388956e+01	8.326689224679690726e-10	8.583416540797493527e-10
5.792919291929192127e+01	8.327345571078185372e-10	8.583742846417579670e-10
5.796399639963996009e+01	8.327999837520007572e-10	8.584065836750577910e-10
5.799879987998799180e+01	8.328652026560702877e-10	8.584385521864946174e-10
5.803360336033603062e+01	8.329302140755814770e-10	8.584701911829135150e-10
5.806840684068406233e+01	8.329950182660879496e-10	8.585015016711597592e-10
5.810321032103210115e+01	8.330596154831444675e-10	8.585324846580789359e-10
5.813801380138013286e+01	8.331240059823055858e-10	8.585631411505167342e-10
5.817281728172816457e+01	8.331881900191251357e-10	8.585934721553182229e-10
5.820762076207620339e+01	8.332521678491576726e-10	8.586234786793287810e-10
5.824242424242423510e+01	8.333159397279574411e-10	8.586531617293938908e-10
5.827722772277227392e+01	8.333795059110784796e-10	8.586825223123587246e-10
5.831203120312030563e+01	8.334428666540754464e-10	8.587115614350692817e-10
5.834683468346834445e+01	8.335060222125030001e-10	8.587402801043704240e-10
5.838163816381637616e+01	8.335689728419143517e-10	8.587686793271081510e-10
5.841644164416440788e+01	8.336317187978650902e-10	8.587967601101269110e-10
5.845124512451244669e+01	8.336942603359084267e-10	8.588245234602727034e-10
5.848604860486047841e+01	8.337565977115992263e-10	8.588519703843913207e-10
5.852085208520851722e+01	8.338187311804918374e-10	8.588791018893277284e-10
5.855565556555654894e+01	8.338806609981399880e-10	8.589059189819269952e-10
5.859045904590458775e+01	8.339423874200987502e-10	8.589324226690348103e-10
5.862526252625261947e+01	8.340039107019220587e-10	8.589586139574972763e-10
5.866006600660065118e+01	8.340652310991640550e-10	8.589844938541585317e-10
5.869486948694869000e+01	8.341263488673793976e-10	8.590100633658650926e-10
5.872967296729672171e+01	8.341872642621221246e-10	8.590353234994617177e-10
5.876447644764476053e+01	8.342479775389462743e-10	8.590602752617937859e-10
5.879927992799279224e+01	8.343084889534071255e-10	8.590849196597071932e-10
5.883408340834083106e+01	8.343687987610580958e-10	8.591092577000469050e-10
5.886888688868886277e+01	8.344289072174537406e-10	8.591332903896585070e-10
5.890369036903690159e+01	8.344888145781483046e-10	8.591570187353873783e-10
5.893849384938493330e+01	8.345485210986960328e-10	8.591804437440792080e-10
5.897329732973296501e+01	8.346080270346513769e-10	8.592035664225789615e-10
5.900810081008100383e+01	8.346673326415689954e-10	8.592263877777322244e-10
5.904290429042903554e+01	8.347264381750023061e-10	8.592489088163842725e-10
5.907770777077707436e+01	8.347853438905063810e-10	8.592711305453806915e-10
5.911251125112510607e+01	8.348440500436350516e-10	8.592930539715666536e-10
5.914731473147314489e+01	8.349025568899427695e-10	8.593146801017880547e-10
5.918211821182117660e+01	8.349608646849840899e-10	8.593360099428899636e-10
5.921692169216920831e+01	8.350189736843134643e-10	8.593570445017174490e-10
5.925172517251724713e+01	8.350768841434843107e-10	8.593777847851166138e-10
5.928652865286527884e+01	8.351345963180512876e-10	8.593982317999323200e-10
