#  temperature dependence of magnetization of quartz holder at 4T
#   temperature (K) 	 M/H (emu)
3.601276588439939985e+01	4.926225409577740636e-08
3.649786186218260298e+01	7.160762116616441534e-08
3.697145271301270242e+01	6.757063359602080369e-08
3.745429229736329546e+01	4.650503777259739955e-08
3.796281433105470171e+01	5.411072923798980518e-08
3.845314025878909803e+01	3.992175169749330558e-08
3.892400932312010298e+01	4.910768102257340121e-08
3.940299797058110443e+01	4.300472924741990208e-08
3.989369010925289416e+01	4.188605696079359471e-08
4.038033485412599788e+01	5.364534490510660351e-08
4.087001800537110086e+01	6.876041704427649553e-08
4.136716270446779475e+01	4.802578400277349028e-08
4.185567092895509944e+01	4.097085688465679799e-08
4.233749198913570666e+01	4.962783809660450542e-08
4.281588363647460227e+01	5.459796306327598999e-08
4.330331993103029475e+01	4.380047137639569631e-08
4.380602836608889561e+01	1.518996802348629671e-08
4.429109191894529118e+01	5.258515781377980798e-08
4.477681922912599788e+01	2.359606968914890150e-08
4.525771522521970525e+01	2.051901908521669867e-08
4.575448608398439632e+01	5.619706338079530198e-08
4.624362754821779475e+01	5.830941932205629378e-08
4.672903251647949929e+01	2.354242365910610068e-08
4.722189140319820666e+01	4.885963470764920030e-08
4.773380661010740056e+01	2.189807068201979967e-08
4.820746421813959870e+01	3.763408990729309784e-08
4.870482063293459873e+01	1.830114503371230099e-10
4.918610382080080257e+01	4.354176171710560425e-08
4.968076324462889914e+01	4.780228598621650285e-08
5.016131401062009587e+01	2.008908850112190061e-08
5.065348434448240056e+01	1.597880426244419942e-08
5.114694786071779475e+01	5.131792686919320147e-08
5.163183784484860439e+01	3.508591739632020180e-08
5.212898635864259944e+01	2.908863077224299970e-08
5.263878440856930041e+01	3.719887986844999558e-08
5.311461257934570312e+01	2.778602677441459896e-08
5.359419250488279118e+01	2.668614275051899947e-08
5.408145904541020599e+01	2.448038871723150028e-08
5.456734085083009944e+01	1.180230875090840186e-08
5.506105041503909803e+01	-1.155984008617790057e-08
5.555411720275879617e+01	2.819360613734550004e-08
5.604912185668950286e+01	4.611099870375639890e-08
5.653568267822270599e+01	6.754907641909370281e-10
5.702354431152340197e+01	1.717821749945279840e-08
5.751830863952639561e+01	-1.169979254827540098e-08
5.802414703369139914e+01	2.832656903653330300e-08
5.851926231384279475e+01	4.285399480341120628e-08
5.901722908020020242e+01	1.116947678468169907e-08
5.949437713623049717e+01	6.137166887392110682e-09
5.998846435546870026e+01	4.649310306823089402e-08
6.048137474060060725e+01	-4.563055552314129153e-09
6.095726394653320312e+01	4.545946850090929888e-08
6.144603729248049717e+01	-1.772444140004779996e-08
6.193127822875979405e+01	1.591234250839870106e-08
6.242582321166990056e+01	2.545403352016160090e-08
6.291005897521970525e+01	4.657399978523300192e-09
6.340456581115720525e+01	-5.302817361915100054e-09
6.390279006958009944e+01	1.785755784818960340e-09
6.440884780883790484e+01	7.302603805275370374e-09
6.487923431396480112e+01	-2.083883924495219782e-11
6.537368392944340201e+01	1.081540401241560146e-08
6.588406753540040484e+01	-2.067372688423959974e-08
6.637683486938479405e+01	3.213066360396879632e-08
6.686639785766600141e+01	1.693691620455620129e-08
6.735294723510740766e+01	-9.489576143631681049e-09
6.785156631469729405e+01	-8.537552419782710590e-09
6.834294891357420454e+01	5.881271441318189754e-09
6.881419372558589487e+01	8.029901477468208727e-09
6.930208587646480112e+01	4.293427945319900166e-08
6.979603195190429688e+01	-6.735411499737539801e-09
7.029142379760740766e+01	-1.896488770365749854e-08
7.079212951660159092e+01	-6.751873248551240279e-09
7.126522064208980112e+01	-2.079760534504329996e-08
7.177530670166019888e+01	2.244824672629220159e-08
7.227838516235350141e+01	-5.983435841579100865e-09
7.276422500610350141e+01	-2.325682856643880037e-08
7.326089477539059658e+01	-2.958612228350340004e-08
7.377054214477540484e+01	-8.503816060827769080e-09
7.425248718261720171e+01	4.463264367071780693e-08
7.475342559814450283e+01	-2.420890299273080041e-08
7.523450088500979405e+01	-1.943727174405630401e-09
7.571769714355470171e+01	-1.530191905111580227e-08
7.620495223999020595e+01	-3.015980852535929980e-08
7.669172286987300424e+01	-4.754053935426089988e-08
7.718390655517579546e+01	-1.355849986297819976e-09
7.769232940673829546e+01	-1.032868887939130075e-08
7.818240356445309658e+01	3.791837433267479986e-08
7.869506072998049717e+01	5.085442609615360201e-09
7.917082595825199576e+01	-7.413332377173941091e-09
7.965733337402340908e+01	-3.304715434492089609e-08
8.014653396606441049e+01	6.800206284343659819e-09
8.065385437011720171e+01	-7.420171008200360404e-10
8.115377426147459516e+01	-3.764769201126649950e-08
8.163850021362308951e+01	-1.425979238973949780e-08
8.213051986694340201e+01	-6.777215405710960904e-09
8.261714935302730112e+01	-9.329792030010229788e-09
8.311252975463870030e+01	-5.380605994582259954e-08
8.361368560791019888e+01	-4.225486851488900250e-08
8.410939407348629970e+01	-2.718852516848560020e-08
8.460364913940429688e+01	-1.949209465963540146e-08
8.510404205322269888e+01	-7.958059814313980719e-08
8.560121154785159092e+01	-1.641467110602359982e-08
8.611447525024409799e+01	-4.931069866769040357e-08
8.659881210327149859e+01	-6.311111575135280241e-08
8.707997512817378549e+01	-3.455725048776879639e-08
8.756932830810551138e+01	-1.762741124102790196e-08
8.806253051757808237e+01	-3.252703448656709981e-08
8.856405639648441763e+01	-3.178443339988329915e-08
8.906036758422850141e+01	-3.253139993420589895e-08
8.955325317382808237e+01	-5.017662114728200437e-08
9.007185363769529829e+01	-1.080833113991330046e-08
9.057217407226558237e+01	-6.121100775212361051e-08
9.105654144287109375e+01	-1.459819592307800061e-08
9.155610275268550424e+01	-7.880908580320160458e-08
9.206884384155269174e+01	-6.840610176062910782e-08
9.256310272216801138e+01	-3.372480587116299681e-08
9.307528305053709516e+01	3.562188350188049970e-08
9.354905319213871451e+01	-1.826576795628070056e-08
9.404883575439448862e+01	-4.037138336844529413e-08
9.453442001342769174e+01	-3.649678690004700279e-08
9.500414657592769174e+01	-2.334985130969839942e-09
9.552797317504878549e+01	1.730074471983540088e-08
9.603103637695308237e+01	-2.117921002621120099e-08
9.652725982666019888e+01	-2.041752999459040124e-08
9.702459335327149859e+01	-5.848072813004970517e-09
9.752172470092769174e+01	1.438784850241479916e-08
9.803047943115230112e+01	-5.253269326240049316e-08
9.851409149169920454e+01	-3.335384153421609726e-08
9.901290512084959516e+01	-4.394770379296460297e-08
9.950492095947269888e+01	-2.490674318796020105e-08
1.000083312988279971e+02	-1.675951459960830349e-08
1.005262222290040057e+02	-5.575815574628590404e-08
1.010067787170410014e+02	-7.022888796695400593e-09
1.014892730712890057e+02	8.541786238881280336e-10
1.019913864135740056e+02	-5.501926245745539836e-08
1.024902000427249931e+02	-2.026704999733990112e-08
1.029902801513670028e+02	3.719735783475499637e-08
1.035077667236329972e+02	-3.558675292690409768e-08
1.040052185058589913e+02	-3.874601820435579828e-08
1.045086364746089913e+02	1.059993114427219878e-08
1.049902343750000000e+02	2.620893031026609813e-08
1.054774551391599999e+02	-4.627026330273740167e-08
1.059715385437010013e+02	3.530677315645729637e-09
1.064725799560549859e+02	-6.074578741784249279e-08
1.069682960510250069e+02	-3.644378856913569509e-08
1.074815025329589986e+02	-1.988038474934910091e-08
1.079696273803709943e+02	-6.455438106077150632e-08
1.084685363769529971e+02	-1.183347202369830010e-08
1.089787101745610016e+02	-7.654829602146030102e-08
1.094876365661619957e+02	-6.862576873360400155e-09
1.099733390808110016e+02	-5.437314936321799583e-08
1.104609298706049856e+02	-3.366452933551469473e-09
1.109639930725100072e+02	3.714123457401920096e-09
1.114686775207519958e+02	-3.591095609285309729e-08
1.119431724548339986e+02	-2.336294036026089641e-08
1.124499778747559873e+02	-2.969207616333850153e-08
1.129503440856929899e+02	-4.718126982695860437e-08
1.134573402404789988e+02	-6.653214953633309724e-08
1.139578552246089913e+02	-5.531452123122440275e-08
1.144481506347660087e+02	-1.778771024592749998e-08
1.149363441467289988e+02	-1.733891455922079968e-08
1.154302673339839913e+02	-7.062676053109480530e-09
1.159313659667970029e+02	-6.810753105499799107e-08
1.164350128173829972e+02	-4.458128904030690001e-08
1.169395904541020030e+02	-2.767964171736359669e-08
1.174370994567869957e+02	-6.057083883221259858e-08
1.179244575500489987e+02	-3.153534904214019971e-08
1.184338226318359943e+02	1.315882703982179985e-08
1.189246406555180045e+02	-4.313905404603840198e-08
1.194407272338870030e+02	-5.023368946601510287e-08
1.199233093261720029e+02	-9.518182480278629368e-09
1.204160919189450141e+02	-4.899922544422749772e-09
1.209242057800289984e+02	-4.035853591266060170e-08
1.214173851013179899e+02	-2.286097383913589699e-08
1.219084625244140057e+02	-2.011656732911260192e-08
1.224109458923339986e+02	-1.151510630112629906e-08
1.229124450683589913e+02	-6.754888863764619980e-08
1.234033584594729973e+02	-7.137658653792840165e-08
1.238968963623049859e+02	-1.693072324916529849e-08
1.243963279724119957e+02	-4.584493066005799658e-08
1.248983535766599999e+02	-6.600020185299170156e-08
1.253958587646479970e+02	-2.845441567534200043e-08
1.259021797180180045e+02	-4.053168417444290220e-08
1.263948287963870030e+02	-4.685788119323490365e-08
1.268996772766110013e+02	-2.711208445492270019e-08
1.274038162231450144e+02	-7.212798664400179470e-08
1.278945808410639984e+02	-6.544939490092269791e-08
1.283854598999020027e+02	-3.608034557560490233e-08
1.288810653686520027e+02	-1.702354521256699908e-08
1.293765563964840055e+02	-1.559832876653530059e-08
1.298790512084960085e+02	-5.922172729407929258e-08
1.303731460571289915e+02	-4.246939080528179982e-08
1.308702011108399859e+02	-4.372308170489409853e-08
1.313638000488279829e+02	-2.588578590265899911e-08
1.318581771850589917e+02	-1.516194537747360165e-08
1.323563461303710085e+02	4.233111670851460297e-09
1.328580398559570028e+02	-5.809851511825100461e-08
1.333550720214840055e+02	-8.970868143312391210e-08
1.338560638427730112e+02	-8.557423196991619916e-08
1.343429260253909945e+02	-4.579018848562950763e-08
1.348579559326169885e+02	-6.218588992376490042e-08
1.353712234497070028e+02	-6.273996740694479420e-08
1.358683853149410083e+02	-5.039674576133250219e-08
1.363579101562500000e+02	-5.455272703235089597e-08
1.368516616821289915e+02	-7.374624112710590118e-08
1.373506164550779829e+02	-6.228440564022150574e-08
1.378588180541990198e+02	-8.207797086276380413e-08
1.383542480468750000e+02	-5.944380509638309175e-08
1.388197860717770027e+02	-6.302510677258729854e-08
1.393324508666990198e+02	-6.739538918595440765e-08
1.398389205932620030e+02	-8.719300666771620523e-08
1.403524627685550001e+02	-3.612006170352350154e-08
1.408522949218750000e+02	-4.977560684204559275e-08
1.413550643920899859e+02	-2.674397756600430348e-08
1.418425369262699860e+02	-6.431751392440449772e-08
1.423342361450199860e+02	-3.566254410846340271e-08
1.428329772949220171e+02	-3.916352516760400073e-08
1.433281326293950144e+02	-7.402092398250509081e-08
1.438304977416990198e+02	-9.991922944272880193e-08
1.443310089111330115e+02	-3.814882106274970176e-08
1.448234863281250000e+02	-2.406567137584970403e-08
1.453343200683590055e+02	-1.642820520646320136e-08
1.458285675048830115e+02	-4.480408014266750076e-08
1.463158493041990198e+02	-2.591755266905019918e-08
1.468098526000979973e+02	-1.700959579517900111e-08
1.473091659545899859e+02	-4.348986000339180053e-08
1.478139419555660083e+02	-3.740610429806140238e-08
1.483230972290039915e+02	-2.744385563908430486e-08
1.487982940673830115e+02	-1.781094766546100207e-08
1.493068389892580115e+02	-2.113977120370969914e-08
1.498066177368160083e+02	-6.209681930151329757e-08
1.502902221679690058e+02	-2.262348920649629992e-08
1.507931289672850141e+02	-2.523202806745129778e-08
1.512760238647460085e+02	-3.593781617156189937e-08
1.517879257202149859e+02	-2.417019973989289915e-08
1.522935867309570028e+02	-4.732285379822440323e-08
1.527788085937500000e+02	-8.428340478551428843e-09
1.532780685424800140e+02	-5.460354612451599854e-08
1.537902679443359943e+02	-4.646306746825269284e-08
1.542870559692379970e+02	-7.549253291016669634e-09
1.547876052856450144e+02	-6.124912357187699846e-08
1.552948608398440058e+02	-2.118985314579610120e-08
1.557842178344729973e+02	-3.836777877964659781e-08
1.562815551757809942e+02	-5.709235234119160011e-08
1.567669754028320028e+02	-1.699223720493969802e-08
1.572822189331049856e+02	-5.810717140288950450e-08
1.577756195068359943e+02	-3.247268827072799775e-08
1.582653274536129970e+02	-3.938580567011160076e-08
1.587606658935550001e+02	-6.550372316833401065e-08
1.592627868652340055e+02	-3.641321154129829850e-08
1.597479858398440058e+02	-2.550642270571380068e-08
1.602846755981450144e+02	-5.006692796435809548e-08
1.607916564941409945e+02	-3.856632454539169684e-08
1.612696762084960085e+02	-4.993039725196170464e-08
1.617631988525390057e+02	-2.889837915219049935e-08
1.622543792724609943e+02	-3.669002037972049553e-08
1.627472915649410083e+02	-4.041071267451000235e-08
1.632428817749020027e+02	-4.626264396768379493e-08
1.637537536621090055e+02	-4.618309886641389703e-08
1.642550964355470171e+02	-4.006293710301439598e-08
1.647505874633789915e+02	-4.042783183737119861e-08
1.652429046630859943e+02	-2.716921430708270135e-08
1.657341995239259802e+02	-5.106032403522700112e-08
1.662234497070309942e+02	-6.526998729626489479e-08
1.667167129516600141e+02	-5.878318186218769594e-08
1.672230377197269888e+02	-4.857154204585699993e-08
1.677192993164059942e+02	-3.819690746589899929e-08
1.682348556518549856e+02	-6.230331906679949766e-08
1.687307586669919885e+02	-3.338842120588129670e-08
1.692337265014649859e+02	-6.523545927579929989e-08
1.697267761230470171e+02	-6.519413942721820212e-08
1.702117004394529829e+02	-5.886590088113769032e-08
1.707133560180660083e+02	-3.860714089448779723e-08
1.712278900146480112e+02	-3.880389053197810211e-08
1.717218017578129832e+02	-4.742150971246959911e-08
1.722371902465820028e+02	-6.262338533597999726e-08
1.727250289916989914e+02	-3.280593983694850368e-08
1.732213821411130255e+02	-6.299788919355569769e-08
1.737187271118159799e+02	-5.653536576390420428e-08
1.742167358398440058e+02	-4.868105725131269610e-08
1.747188339233399859e+02	-5.349576854818110550e-08
1.752298126220699999e+02	-2.435325404630319635e-08
1.757333908081050140e+02	-4.099903692588020057e-08
1.762561721801760086e+02	-5.147331988424219756e-08
1.767234802246090055e+02	-5.142935184281059343e-08
1.772081680297850141e+02	-6.877375335589250802e-08
1.776969909667969887e+02	-6.663639281707440552e-08
1.781890945434570028e+02	-3.775607905726060458e-08
1.786917724609379832e+02	-4.166592564249799889e-08
1.791843261718750000e+02	-6.007634596225769338e-08
1.796923141479489914e+02	-6.507172705849519961e-08
1.802154693603519888e+02	-3.252732341202220122e-08
1.806993865966800001e+02	-3.534027211358919427e-08
1.811998519897460085e+02	-4.522259202900789695e-08
1.816906585693360228e+02	-3.851116457147600278e-08
1.821830596923830115e+02	-6.184955813551780643e-08
1.826931304931639772e+02	-3.562696038218460015e-08
1.831762237548830115e+02	-3.028807937557029442e-08
1.836815567016600141e+02	-5.509978002936309831e-08
1.841831970214840055e+02	-4.432535776827559172e-08
1.846874237060550001e+02	-5.707722430564340253e-08
1.851902618408199999e+02	-3.803478745525249964e-08
1.856858062744139772e+02	-8.145471145557769738e-08
1.861814270019530113e+02	3.116907510926520553e-08
1.867036056518550140e+02	-4.569503569365519351e-08
1.871863479614260086e+02	1.272772054008889989e-08
1.876783142089840055e+02	-1.099789216694199978e-07
1.881743621826169885e+02	-7.056155445002660996e-08
1.886642837524409799e+02	-7.790872472466840153e-08
1.891485214233399859e+02	-4.990983962005719432e-08
1.896465225219729973e+02	-3.046843967163330480e-08
1.901597747802730112e+02	-5.438447149812510139e-08
1.906790390014649859e+02	-5.215081498692139325e-08
1.911760406494139772e+02	-4.379248063763380321e-08
1.916720199584960085e+02	-6.708976577250320156e-08
1.921487503051760086e+02	-4.977514624176549822e-08
1.926456222534179972e+02	-2.687723769066360025e-08
1.931438598632809942e+02	-4.175386790786689835e-08
1.936434860229489914e+02	1.378753943658889795e-08
1.941537780761719887e+02	-5.336102523489920360e-09
1.946550827026369745e+02	-3.132492473980109722e-08
1.951523208618159799e+02	-2.391957500882759735e-08
1.956495742797850141e+02	-5.341343033152519625e-08
1.961452178955080115e+02	-5.921146891641969947e-08
1.966433944702149859e+02	-7.774539119960830481e-08
1.971482238769530113e+02	-2.382597105573810156e-08
1.976394500732419885e+02	3.781347234367069523e-08
1.981412963867190058e+02	-4.835316580125290021e-08
1.986477432250979973e+02	-5.308057366412820307e-08
1.991493453979489914e+02	-7.549108289776519532e-08
1.996441192626949999e+02	-4.692796181106769593e-08
2.001498947143550140e+02	-6.287672923552179656e-08
2.006360397338869745e+02	-2.830812864149720195e-08
2.011454925537110228e+02	-5.769767529469389672e-08
2.016314163208010086e+02	-3.687493187255110403e-08
2.021268539428710085e+02	-2.742809646965680009e-08
2.026334228515620168e+02	-5.085559234131769441e-08
2.031383285522460085e+02	-4.529234482702070529e-08
2.036237487792969887e+02	-7.160949510932459547e-08
2.041185379028320028e+02	-3.303990156112140456e-08
2.046177291870119745e+02	-3.092228949125960121e-08
2.051233520507809942e+02	-8.053271674635499432e-08
2.056041183471679972e+02	-6.436391135874849760e-08
2.061130523681639772e+02	-6.429764012725370581e-08
2.066167068481449860e+02	-7.325751970193130198e-08
2.071073684692380255e+02	6.439792776893570076e-09
2.076063766479489914e+02	-5.208794339158999659e-08
2.081081695556639772e+02	-4.874146104990730454e-08
2.086174926757809942e+02	-3.174705265193910068e-08
2.091197357177730112e+02	-5.409622888808428988e-08
2.096078796386719887e+02	-3.648905429484549926e-08
2.100955810546870168e+02	-4.832279144596750363e-08
2.105886154174800140e+02	-4.186200803182029860e-08
2.111056900024409799e+02	-3.568575929551879578e-08
2.116081161499020027e+02	-6.800754375360180434e-08
2.120912322998050001e+02	-5.607616575248030212e-08
2.126022109985350141e+02	-5.042519241586250347e-08
2.130963897705080115e+02	-2.191190661622320014e-08
2.135893707275389772e+02	-1.723101901222009802e-08
2.140872650146480112e+02	-5.646041825568570120e-08
2.145972366333010086e+02	-4.004433011478560078e-08
2.150855178833010086e+02	-5.592414164679759476e-08
2.156070938110350141e+02	-8.439524067013109501e-09
2.161033935546870168e+02	-3.683809924544660706e-08
2.165964660644530113e+02	-5.398826081972709676e-08
2.170844268798830115e+02	-5.671109631240929074e-08
2.175761489868159799e+02	-3.587810048800259820e-08
2.180810012817380255e+02	-3.711722917254520152e-08
2.185910415649409799e+02	-4.869341680435990210e-08
2.190902633666989914e+02	-4.363703345008379720e-08
2.195859985351559942e+02	-5.126957832699509695e-08
2.200898971557619745e+02	-5.487607154657870818e-08
2.205980148315429972e+02	-4.492096575001360269e-08
2.210786590576169885e+02	-4.229679455823920001e-08
2.215643234252929972e+02	-5.382657799663369981e-08
2.220651855468750000e+02	-9.162620837762399313e-08
2.225779113769530113e+02	-4.359080024728660247e-08
2.230796585083010086e+02	-4.660890714673809268e-08
2.235645751953129832e+02	-6.349547126437710311e-08
2.240625305175780113e+02	-6.921654809619650465e-08
2.245667877197269888e+02	-9.031166982352588907e-08
2.250613021850590201e+02	-6.160850769435620248e-08
2.255575561523440058e+02	-5.907372007444389951e-08
2.260648422241210085e+02	-5.705858574249990151e-08
2.265525817871090055e+02	-6.454867941885610306e-08
2.270691833496090055e+02	-3.782571658768680416e-08
2.275742492675780113e+02	-5.136969300241360135e-08
2.280601501464840055e+02	-4.199172676102520368e-08
2.285473403930659799e+02	-2.283442033008859667e-08
2.290482177734379832e+02	-4.420272984780139652e-08
2.295584487915039915e+02	-2.430680317953479793e-08
2.300671157836909799e+02	-3.648054581849299740e-08
2.305451889038090201e+02	-1.790196943420590085e-08
2.310370330810550001e+02	-2.536711413702330033e-08
2.315345687866210085e+02	-3.589378977075369884e-08
2.320294876098630255e+02	-3.495985788289930087e-08
2.325196762084960085e+02	-4.626959179752000232e-08
2.330363464355469887e+02	-1.782440240323330067e-08
2.335428314208980112e+02	-4.171632729041530065e-08
2.340424270629880255e+02	-4.600652446061119970e-08
2.345402069091800001e+02	-3.736171319476979841e-08
2.350318527221679972e+02	-2.813164971519310016e-08
2.355387649536130255e+02	-2.668265447754869904e-08
2.360503997802730112e+02	-4.763447144578840046e-08
2.365402374267580115e+02	-3.884774461860679872e-08
2.370306091308590055e+02	-3.659074764226450107e-08
2.375225219726559942e+02	-3.752315752769550259e-08
2.380159072875979973e+02	-4.678555626090769773e-08
2.385163955688479973e+02	-4.056851722417069640e-08
2.390157546997070028e+02	-3.379169825600069874e-08
2.395376739501949999e+02	-4.225557623102140236e-08
2.400267486572269888e+02	-4.410765509448790121e-08
2.405186538696289915e+02	-4.742111921914589917e-08
2.410146408081050140e+02	-3.934265865908679892e-08
2.415159530639649859e+02	-3.506812044557169481e-08
2.420197525024409799e+02	-5.925330238516759783e-08
2.425191116333010086e+02	-4.153093628559960047e-08
2.430153350830080115e+02	-5.687243517939779736e-08
2.435159530639649859e+02	-5.785246585107910468e-08
2.440156326293949860e+02	-2.530935853094779991e-08
2.445148544311520027e+02	-4.047641731704389798e-08
2.450241241455080115e+02	-5.307826632355929936e-08
2.455177536010739914e+02	-4.980345507211730707e-08
2.460187301635739914e+02	-5.815729343695880047e-08
2.465095291137700144e+02	-3.449015055393749948e-08
2.470249633789059942e+02	-3.608208896666380440e-08
2.475307693481449860e+02	-2.355768859999990231e-08
2.480130538940429972e+02	-3.698712471928169652e-08
2.485119400024409799e+02	-5.780459734534759576e-08
2.490188064575200144e+02	-3.813388855499360259e-08
2.495259246826169885e+02	-4.341545445029540151e-08
2.500395812988280113e+02	-4.072750857180169548e-08
2.505265121459960085e+02	-5.508566671594959635e-08
2.510120697021480112e+02	-6.745046317195110008e-08
2.515045547485350141e+02	-4.040817159971020425e-08
2.520010681152340055e+02	-5.308966925076870114e-08
2.525029144287110228e+02	-6.100704945993540034e-08
2.530135574340820028e+02	-5.285693091434210173e-08
2.535378112792969887e+02	-6.667889976365860945e-08
2.540233306884769888e+02	-7.354808141866441138e-08
2.545032043457030113e+02	-5.739955337149299140e-08
2.549934082031250000e+02	-5.273152457547129827e-08
2.554961395263669885e+02	-5.012113300195370332e-08
2.559925994873050001e+02	-4.983911529424730212e-08
2.564975891113280113e+02	-2.829111339601009574e-08
2.569869384765619884e+02	-3.877754505746220107e-08
2.574936523437500000e+02	-5.348778050951419841e-08
2.579962463378910229e+02	-6.146049132506419647e-08
2.584796905517579830e+02	-4.549253001607490345e-08
2.589689483642579830e+02	-5.447838829403049846e-08
2.594681091308589771e+02	-5.480462540327669709e-08
2.599714660644530113e+02	-3.960468874532899594e-08
2.604656677246089771e+02	-4.162010560553880009e-08
2.609647064208980396e+02	-6.079145622881049696e-08
2.614609680175780113e+02	-5.846704717075459785e-08
2.619587860107420170e+02	-2.606354961045439796e-08
2.624720458984380116e+02	-5.944599268130330053e-08
2.629827880859380116e+02	-2.567580194052990363e-08
2.634849395751950283e+02	-4.539336696237000157e-08
2.639902191162109943e+02	-4.488916437495429316e-08
2.644902648925780113e+02	-3.589656857614450675e-08
2.649723815917969887e+02	-4.991128425110769559e-08
2.654770660400390057e+02	-7.219239869486880201e-08
2.659701995849609943e+02	-5.228446822559370323e-08
2.664627990722660229e+02	-3.661446196226789947e-08
2.669530029296869884e+02	-5.256236673965869854e-08
2.674455261230469887e+02	-3.696788850227289686e-08
2.679512329101559658e+02	-4.049631354607970386e-08
2.684535827636719887e+02	-5.089070232037429720e-08
2.689404296875000000e+02	-2.995120092738270328e-08
2.694419860839839771e+02	-5.995581303410668915e-08
2.699321746826170170e+02	-3.755732667875659896e-08
2.704396972656250000e+02	-6.423094344051300326e-08
2.709342498779299717e+02	-5.894786580372579990e-08
2.714411468505859943e+02	-4.098578160495339944e-08
2.719725646972660229e+02	-7.058527140241199604e-08
2.724743499755859943e+02	-4.484937070923889689e-08
2.729448547363280113e+02	-5.231871273093599862e-08
2.734351959228519604e+02	-7.618200767214099801e-08
2.739401855468750000e+02	-6.773225218041970013e-08
2.744372253417969887e+02	-5.401300984909839893e-08
2.749406890869140057e+02	-4.891558679083700276e-08
2.754280548095700283e+02	-4.172915053926020141e-08
2.759373779296869884e+02	-5.447129341801949709e-08
2.764293670654299717e+02	-6.662515769433010208e-08
2.769059295654299717e+02	-7.535423850208079523e-08
2.774086914062500000e+02	-4.516046872658339873e-08
2.779127044677730396e+02	-4.432195592920049696e-08
2.784019775390619884e+02	-7.540164611539450336e-08
2.789031982421869884e+02	-7.362234855656249382e-08
