#  temperature dependence of magnetization of quartz holder at 6T
#   temperature (K) 	 M/H (emu)
6.928303527832029829e+01	2.900107895701209999e-08
6.976298141479490766e+01	5.579975561808380259e-09
7.024234771728519888e+01	-9.980875807334809300e-09
7.073706817626950283e+01	2.145329403993010062e-08
7.123883819580079546e+01	4.157527659381669808e-08
7.172999572753909092e+01	3.717745339220409892e-08
7.223402023315429688e+01	2.142786343287320095e-08
7.271572875976559658e+01	-3.559878151919069758e-08
7.319652175903320312e+01	1.924981818149790061e-08
7.369268035888670454e+01	-1.731423281448879981e-08
7.419592285156250000e+01	3.756247888290929504e-09
7.467468261718750000e+01	3.635991914120810162e-08
7.517098236083980112e+01	-1.717885347919479869e-08
7.567406082153320312e+01	-2.652766416967970114e-08
7.617405319213870030e+01	-1.409285327617659824e-08
7.665896606445309658e+01	-9.654481925744978850e-09
7.715306472778320312e+01	-1.675015738612780185e-09
7.764984130859379263e+01	-6.295503912704410216e-09
7.813636779785159092e+01	1.299420506081350097e-08
7.865143585205079546e+01	-2.355372481470890114e-08
7.912648010253909092e+01	-1.815315776346210009e-08
7.962033843994140625e+01	1.857179704839830185e-08
8.010451126098629970e+01	-3.380711528797389729e-08
8.059095382690429688e+01	6.707293608579119663e-09
8.108753585815429688e+01	6.573374381402110107e-09
8.158179855346679688e+01	9.123739032185791880e-09
8.206879043579100141e+01	-9.825920634049681513e-09
8.256784820556640625e+01	3.356308621577449991e-09
8.304246139526370030e+01	-3.906641812820530030e-08
8.354416656494140625e+01	3.951037131679769765e-08
8.404711914062500000e+01	-5.569486065635729942e-08
8.454305648803709516e+01	-6.241111813769310023e-08
8.504427337646480112e+01	-1.189622313844320020e-08
8.554227447509769888e+01	2.672443918468010236e-09
8.603300857543941049e+01	1.597844024553899652e-08
8.654042816162109375e+01	1.170990303236020139e-08
8.703356933593750000e+01	-3.862164447128310239e-08
8.753424835205079546e+01	-6.918375461201519925e-08
8.803583908081050424e+01	-7.689017423889660153e-09
8.852325057983399859e+01	-3.698818582716579889e-08
8.902075576782230826e+01	-1.271923795605790042e-08
8.952350234985350141e+01	1.387378197411169927e-08
9.002606964111329546e+01	-3.218103619183129737e-08
9.053274917602540484e+01	-2.734440255637189632e-08
9.102867126464839487e+01	-2.240032788241140291e-08
9.152352905273441763e+01	1.229709773495570200e-08
9.201485824584959516e+01	-1.265879042797989914e-08
9.251453781127929688e+01	2.280006349605560024e-08
9.300864410400390625e+01	-1.151268651318660060e-10
9.349615097045899859e+01	-4.750143357724320477e-08
9.399700546264649859e+01	6.515317056766110026e-09
9.449896621704100141e+01	-2.867390221114410259e-08
9.499687957763670454e+01	1.890080181186600233e-09
9.550608444213871451e+01	3.682491549969200184e-09
9.600837707519529829e+01	-6.628440239226669413e-09
9.649232482910160513e+01	-7.456218110516980212e-09
9.697972869873051138e+01	-2.199540484863260040e-09
9.746469879150390625e+01	4.519515393992389523e-08
9.796327590942378549e+01	-1.045442650619580031e-08
9.848128128051759234e+01	1.517213335737750026e-09
9.899024581909179688e+01	1.048616998671499959e-08
9.947884368896480112e+01	-1.031811952397879982e-08
9.997388076782230826e+01	2.908276559985649854e-09
1.004618453979490056e+02	-4.206565595143379149e-09
1.009605865478520030e+02	-1.024002064255589909e-08
1.014520874023439916e+02	-1.725116624703669922e-08
1.019739456176759944e+02	-7.462851257890899500e-09
1.024723205566410087e+02	-1.682791957291360131e-08
1.029566993713380043e+02	2.069144544610520057e-08
1.034566040039060084e+02	-1.661065427516540059e-08
1.039527091979980042e+02	5.145302895017190238e-09
1.044441757202150001e+02	-8.616811866422589850e-09
1.049503860473629970e+02	1.701398639945649765e-08
1.054428558349609943e+02	-9.320381210440160008e-09
1.059503631591800143e+02	1.112728677182019959e-08
1.064444122314450141e+02	1.227293590978169896e-09
1.069261512756349930e+02	3.732390910717629942e-09
1.074172058105470029e+02	-6.919340496689609920e-09
1.079342842102050071e+02	-8.483775638992279625e-09
1.084405059814450141e+02	-1.289988943044269915e-08
1.089357185363769958e+02	3.359427154945880149e-10
1.094046325683589913e+02	4.172367127839821110e-09
1.099139518737789984e+02	-3.267172934752569955e-08
1.104023361206049856e+02	-1.960425096129379913e-08
1.109052238464360016e+02	-2.152074809497939953e-08
1.114112319946290057e+02	-3.261669674201419434e-09
1.119238700866699929e+02	7.177210183937209987e-10
1.124288864135740056e+02	-2.597319963113240263e-08
1.129334373474119957e+02	8.825447218052500424e-09
1.134226341247559873e+02	-6.395205982133510729e-09
1.139098701477050071e+02	-3.984056663932129603e-09
1.144035186767579972e+02	-4.297828717428720151e-09
1.149032440185549859e+02	-2.677802985211169984e-08
1.153945846557620030e+02	-2.376244314976710178e-08
1.158887863159180114e+02	-5.094571629516839729e-08
1.164000930786129970e+02	-1.880765329342419775e-08
1.169201927185059873e+02	-2.779856628378619991e-08
1.174064750671389987e+02	-3.014011074699540403e-08
1.179019508361820101e+02	-3.650981074171410112e-08
1.183962402343750000e+02	-1.273938427737580047e-08
1.188814468383790057e+02	-2.258668102967689772e-08
1.193891906738279971e+02	-1.199726845559039946e-08
1.198821372985839986e+02	-9.366437664894059267e-09
1.203945426940920100e+02	-4.643416006611380224e-08
1.208993415832519958e+02	-2.501310570475990097e-08
1.213899765014650001e+02	-1.372908775489909867e-08
1.218755035400390057e+02	-2.743105752795029994e-08
1.223626632690430114e+02	-4.188397033602950114e-08
1.228761787414550071e+02	-3.410994849501279326e-08
1.233799934387210016e+02	-1.436039279860430016e-08
1.238696327209469956e+02	6.188086058522920026e-10
1.243703193664550071e+02	2.170323846160790074e-09
1.248659629821780044e+02	-3.099133426270629910e-08
1.253554420471190127e+02	-6.266137334760799067e-09
1.258500251770019958e+02	-1.546610085202409859e-08
1.263696517944339917e+02	2.574642615373399957e-09
1.268785514831539984e+02	-1.541882379954309922e-08
1.273570098876950141e+02	-1.700338087855840065e-08
1.278382034301759944e+02	-2.722948972644709907e-08
1.283200912475589917e+02	-3.527972930493719987e-08
1.288292083740230112e+02	-1.025140392708020083e-08
1.293343582153320028e+02	-2.708436571486020240e-08
1.298368148803710085e+02	-1.087515962408069938e-08
1.303395538330080115e+02	-3.931524232136229780e-08
1.308559265136720171e+02	-7.976323400220649048e-09
1.313486404418950144e+02	-7.082058983503670982e-09
1.318409881591800001e+02	-3.590999642777970360e-08
1.323485946655270027e+02	-3.114969108890189984e-08
1.328445968627929972e+02	-6.894631555841689156e-09
1.333364105224609943e+02	-9.591604347895170676e-09
1.338242874145509802e+02	-1.971440368973899823e-08
1.343303298950199860e+02	-1.813359484773699879e-08
1.348365783691409945e+02	-2.671256212764160014e-08
1.353436050415039915e+02	-3.275238444804959615e-08
1.358229217529300001e+02	-3.860190386157090064e-08
1.363140563964840055e+02	-1.929208772236929787e-08
1.368074264526370030e+02	-5.760946618644280385e-08
1.373175277709960085e+02	-2.650531618361169883e-08
1.378287963867190058e+02	-6.784328164368640372e-08
1.383097457885740198e+02	-5.047492076376789593e-08
1.388180923461910083e+02	-3.095647809680530069e-08
1.393249969482419885e+02	-5.984892942272959587e-08
1.398132400512699860e+02	-1.488217642491340007e-08
1.403166122436520027e+02	-4.878045926705250273e-08
1.408425903320309942e+02	-4.105362853902339741e-08
1.413357467651370030e+02	-2.403780268627100037e-08
1.418295059204100141e+02	-3.920802258646839723e-08
1.423202514648440058e+02	-2.314172969368850065e-08
1.428214111328120168e+02	-1.106030827257579967e-08
1.433157196044919885e+02	-5.416790971647940820e-08
1.437933502197269888e+02	-1.446984980629419923e-08
1.442924041748050001e+02	-3.493318397225160261e-08
1.447856826782229973e+02	-4.434272933752460196e-08
1.452957687377929972e+02	-5.378499496926679579e-08
1.457940979003909945e+02	-3.289174073967570092e-08
1.462773590087890057e+02	-2.762442232074109760e-08
1.467799377441409945e+02	-1.625503350544060319e-08
1.472845916748050001e+02	-1.917406845329969922e-08
1.477863616943359943e+02	-2.273856712739189935e-08
1.482865524291990198e+02	-3.580359262270899966e-08
1.487829666137699860e+02	-2.171017443893539791e-08
1.492843551635740198e+02	-8.494009736922208794e-09
1.497929611206049856e+02	-3.482679986224050091e-08
1.502690124511720171e+02	-3.080562354065729903e-08
1.507695312500000000e+02	-3.110615527919709477e-08
1.512689208984379832e+02	-1.396015708326350186e-08
1.517699050903320028e+02	-4.902194819076419811e-08
1.522748870849609943e+02	1.330893652353709995e-08
1.527750244140620168e+02	-2.888615983452370242e-08
1.532859878540039915e+02	-2.711756378236160258e-08
1.537724456787109943e+02	-3.925333261315619943e-08
1.542518005371090055e+02	-2.266576003853399595e-08
1.547480392456049856e+02	-2.684779807522519959e-08
1.552434997558590055e+02	-3.420493386760560015e-08
1.557395553588870030e+02	-3.030770635886280087e-08
1.562724761962890057e+02	-2.387710841842990249e-08
1.567792587280270027e+02	-1.717014512495350045e-09
1.572783126831049856e+02	-1.710272642906830115e-08
1.577622299194339917e+02	-2.452787456128299689e-08
1.582530746459960085e+02	-3.102841835424549638e-08
1.587513046264649859e+02	-5.142176690816030280e-09
1.592543106079100141e+02	-2.106724657736659988e-08
1.597355957031250000e+02	-1.590763433743510100e-08
1.602320785522460085e+02	-1.369366729915219767e-08
1.607192611694339917e+02	-3.394811459071550059e-08
1.612313003540039915e+02	-2.350148041035859826e-08
1.617517089843750000e+02	-4.455428153811619661e-08
1.622386779785159945e+02	-3.019680262586370332e-08
1.627250137329100141e+02	-7.844598682961809409e-09
1.632175674438479973e+02	-1.727553735739879895e-08
1.637191925048830115e+02	-1.420313168773990002e-08
1.642195281982419885e+02	-1.997036190288079946e-08
1.647181625366210085e+02	-1.427301656370570046e-08
1.652243881225589917e+02	-5.060969248184230440e-08
1.657134017944339917e+02	-1.925664514093039822e-08
1.662112350463870030e+02	-1.124811667975809964e-08
1.667141342163089917e+02	-4.748952088617039866e-08
1.672033309936520027e+02	-1.942508883685689707e-08
1.677140045166019888e+02	-1.141072675548189813e-08
1.682059326171870168e+02	-4.268186723410119771e-08
1.686934661865230112e+02	-4.473300171339399781e-09
1.691914138793950144e+02	-1.788684536313629596e-08
1.696952285766600141e+02	-2.778624165943910014e-08
1.701907043457029829e+02	-3.110616144078629333e-08
1.707023010253909945e+02	-1.395446592275750058e-08
1.711925582885740198e+02	-5.181564155891989845e-08
1.716909790039059942e+02	-2.711206016698690165e-08
1.721921539306639772e+02	-2.630081238394990172e-08
1.726853485107419885e+02	-4.698585529402059246e-08
1.731871566772460085e+02	-2.318238044419819661e-08
1.736850128173830115e+02	-5.963770681640540054e-08
1.741869125366210085e+02	-5.136657204410999697e-08
1.746846618652340055e+02	-2.098894950308189860e-08
1.751806488037110228e+02	-3.475554116970040361e-08
1.756707153320309942e+02	-2.133621826247830164e-08
1.761658401489260086e+02	-5.074865215425610313e-08
1.766712951660159945e+02	-6.734707173402328905e-09
1.771765975952149859e+02	-3.847044693298710080e-08
1.776827087402340055e+02	-6.841075495454170141e-09
1.781943588256840201e+02	-4.305985112437060064e-08
1.786977386474610228e+02	-7.929481422626379839e-09
1.791724700927730112e+02	-3.373227602285559841e-08
1.796559600830080115e+02	-2.226341815856299589e-08
1.801617279052730112e+02	-3.382754503770640034e-08
1.806549224853519888e+02	9.533778532671601059e-09
1.811613006591800001e+02	-2.850504413336350479e-08
1.816573867797850141e+02	-1.944252095597470186e-08
1.821657562255860228e+02	-1.971953766847249776e-08
1.826734542846679972e+02	-3.699947310078890158e-08
1.831785888671870168e+02	-3.793154166391630341e-08
1.836836318969729973e+02	-3.571914931373369960e-08
1.841668014526369745e+02	-2.395168298944100296e-08
1.846573791503909945e+02	-3.437717116871420186e-08
1.851628875732419885e+02	-7.270795792159860210e-08
1.856564941406250000e+02	-2.166750606339140039e-08
1.861644439697269888e+02	-1.037034575796459927e-08
1.866553573608399859e+02	-2.193353819058929994e-08
1.871407318115230112e+02	1.069580993691879879e-08
1.876385498046870168e+02	-6.354731233625879560e-09
1.881491241455080115e+02	-1.205094737752719976e-08
1.886476821899409799e+02	-1.329423883116199949e-08
1.891511993408199999e+02	-3.547046897674799261e-08
1.896403656005860228e+02	-1.323811910141139916e-08
1.901482543945309942e+02	-3.785844191855359579e-08
1.906376113891600141e+02	2.916300124402569370e-08
1.911360397338869745e+02	-3.527015131380639990e-08
1.916345977783199999e+02	1.573331899944609846e-08
1.921479873657229973e+02	-7.929757084299720749e-09
1.926333541870119745e+02	1.770304374326130000e-08
1.931312942504880255e+02	-3.220941630867580059e-08
1.936227798461909799e+02	-1.275716364893290035e-08
1.941190490722659945e+02	1.520654401160620295e-08
1.946277084350590201e+02	8.340719654347890441e-09
1.951341018676760086e+02	-3.533415888587060037e-08
1.956188964843750000e+02	3.912799588607189486e-08
1.961197433471679972e+02	5.393293557459670263e-09
1.966190414428710085e+02	1.854436920781570110e-08
1.971099777221679972e+02	-1.755807368436209704e-08
1.975971145629880255e+02	5.215973460780800428e-09
1.981041412353519888e+02	-1.036027981181790094e-08
1.986150741577149859e+02	-4.985238322173809313e-08
1.991027297973630255e+02	3.529099919419089708e-08
1.995933914184570028e+02	7.568494534757359211e-09
2.000887069702149859e+02	-3.900494352602950550e-08
2.006091079711909799e+02	1.495488046954999987e-08
2.011013259887699860e+02	-2.068319876559399929e-08
2.015803298950199860e+02	-3.715106471295569853e-08
2.020889587402340055e+02	-2.627427710039879854e-08
2.026048049926760086e+02	3.055694887731920277e-09
2.031043853759769888e+02	4.516132015950309939e-08
2.036063461303710085e+02	1.274726195204619987e-08
2.040883941650389772e+02	-4.494872663515019630e-08
2.045889053344729973e+02	-1.454209041714690103e-08
2.051085128784179972e+02	-3.403799198543450173e-08
2.056163635253909945e+02	-4.461248371481970140e-08
2.061058197021480112e+02	-4.017256321586220554e-08
2.066018066406250000e+02	-4.095473475248279496e-08
2.070861968994139772e+02	-1.924792189891979935e-08
2.075853958129880255e+02	-6.176081416794879931e-08
2.080830688476559942e+02	-4.909621156488830023e-08
2.085909500122070028e+02	-5.436010507208260516e-08
2.090854110717770027e+02	-5.819094810228040435e-08
2.095726776123050001e+02	-5.187679794077729636e-09
2.100654144287110228e+02	-4.032341273284999641e-08
2.105728988647460085e+02	-1.655903807391250041e-08
2.110751266479489914e+02	-1.262518632913410144e-09
2.115884170532229973e+02	-2.663609349287189956e-08
2.120766220092770027e+02	-1.909543278972760024e-08
2.125873489379880255e+02	-2.139063060620999969e-08
2.130978622436520027e+02	-4.004681803240529954e-08
2.135782470703129832e+02	-3.441787704559180123e-08
2.140624237060550001e+02	-3.512840488768040241e-08
2.145718536376949999e+02	-1.260923905861219910e-08
2.150754699707030113e+02	-2.405414433449629974e-08
2.155704345703129832e+02	-2.038042950066129859e-08
2.160567550659179972e+02	-2.676779329020420012e-08
2.165559844970699999e+02	-4.191536074689910847e-09
2.170559768676760086e+02	-5.745708923166239918e-09
2.175471801757809942e+02	-3.448213949142629988e-08
2.180472564697269888e+02	-3.765186262441189268e-09
2.185444793701169885e+02	-2.250625748948879843e-08
2.190586166381840201e+02	-9.711257955154708742e-09
2.195515975952149859e+02	-1.851009023939410009e-08
2.200511398315429972e+02	-2.550422099255449991e-08
2.205517730712889772e+02	-2.697446319310879731e-08
2.210440139770510086e+02	-2.396271384429019872e-09
2.215442733764649859e+02	-3.640760774054750096e-09
2.220461807250979973e+02	-3.515010445712680102e-08
2.225376129150389772e+02	3.954454875259829870e-09
2.230460968017580115e+02	8.703972009026870546e-09
2.235452270507809942e+02	-1.996905674447059777e-08
2.240377349853519888e+02	-2.560018871953740045e-08
2.245365219116210085e+02	-1.684033213597230035e-08
2.250260086059570028e+02	1.165157594630759887e-09
2.255265808105469887e+02	3.742113077945359960e-09
2.260359725952149859e+02	-3.326859460385119474e-09
2.265229339599610228e+02	-7.418481319270679708e-09
2.270204238891600141e+02	-2.102034239458559889e-08
2.275318222045899859e+02	-2.388756449730300280e-09
2.280266418457030113e+02	-3.793723512297579483e-09
2.285229339599610228e+02	-1.534855682420320050e-08
2.290332565307619745e+02	-2.942887936580190133e-08
2.295215606689449999e+02	-1.216347077880229969e-08
2.300346679687500000e+02	-2.900753778087359800e-08
2.305256347656250000e+02	-1.134844502130080208e-09
2.310327682495119745e+02	-3.085840685405190015e-08
2.315346069335940058e+02	-3.220683039247629338e-08
2.320324020385739914e+02	-3.962737761728810393e-08
2.325260848999020027e+02	-3.101497227155720229e-08
2.330176239013669885e+02	-2.659761202420610034e-08
2.335043487548830115e+02	-3.907946904276199778e-08
2.340110549926760086e+02	-3.151267737634899922e-08
2.344968109130860228e+02	-4.502655465925609938e-08
2.350048294067380255e+02	-3.897118889399459698e-08
2.355100708007809942e+02	-3.082330514537009603e-08
2.360055465698239914e+02	-4.631966535256450364e-08
2.364984741210940058e+02	-5.915800031854540042e-08
2.370050888061520027e+02	-4.455738091711080392e-08
2.374987716674799856e+02	-3.573346777672100011e-08
2.380172424316409945e+02	-1.972615870439840061e-08
2.385096969604489914e+02	-3.797899129920609622e-08
2.390004577636719887e+02	-1.950095448937510072e-08
2.394941558837889772e+02	-5.115525195850620319e-08
2.399943466186520027e+02	-4.111013538075579757e-08
2.404943618774409799e+02	-5.182933711917820270e-08
2.409934158325200144e+02	-3.072474737846040318e-08
2.414958724975590201e+02	-5.003035485421059759e-08
2.419845428466800001e+02	-4.141046180104700207e-08
2.424852981567380255e+02	-5.615338921543599585e-08
2.429931411743159799e+02	-8.209648669409339179e-08
2.434816589355469887e+02	-4.208357259560759907e-08
2.439759521484379832e+02	-5.830976261109700291e-08
2.444784851074219887e+02	-3.020382583458520002e-08
2.449769973754880255e+02	-4.835229848505499632e-08
2.454878692626949999e+02	-5.829902271754320749e-08
2.459839324951169885e+02	-6.583256645887510159e-08
2.464770812988280113e+02	-5.417046302947059899e-08
2.469753265380860228e+02	-4.512373594272389299e-08
2.474827804565429972e+02	-8.977706524909799819e-08
2.479769897460940058e+02	-7.989317149746690780e-08
2.484884414672850141e+02	-8.203029787971769152e-08
2.489799118041989914e+02	-7.603857323812389392e-08
2.494779205322269888e+02	-5.931023394289309976e-08
2.499661941528320028e+02	-7.609128070913250215e-08
2.504515609741210085e+02	-6.023126842295679450e-08
2.509505462646480112e+02	-7.332619415104900974e-08
2.514666061401369745e+02	-5.855981493820459903e-08
2.519567413330080115e+02	-2.617156360311439875e-08
2.524542770385739914e+02	-5.942667986649049208e-08
2.529584350585940058e+02	-6.494598258734040680e-08
2.534576797485350141e+02	-6.781369382387980361e-08
2.539583206176760086e+02	-4.928119456532199686e-08
2.544542999267580115e+02	-2.234334785713500139e-08
2.549450836181639772e+02	-5.945558257885110513e-08
2.554443588256840201e+02	-4.759510725414699618e-08
2.559421463012700144e+02	-4.174775504613999792e-08
2.564497375488280113e+02	-4.997965698387400284e-08
2.569279022216799717e+02	-1.926632581123799960e-08
2.574377899169920170e+02	-3.988823330066850370e-08
2.579419555664059658e+02	-6.068683247338410120e-08
2.584386749267579830e+02	-4.109103775625819550e-08
2.589496917724609943e+02	-5.204890361396019562e-08
2.594557800292969887e+02	-5.997105683883490524e-08
2.599537811279299717e+02	-4.475374541279629862e-08
2.604501647949219887e+02	-6.947967664738718901e-08
2.609409332275390057e+02	-5.216750145497780260e-08
2.614483032226559658e+02	-6.417172506937231157e-08
2.619466552734380116e+02	-8.846272867659890229e-08
2.624386596679690342e+02	-8.413541309774459245e-08
2.629286041259769604e+02	-5.255088620038590158e-08
2.634228973388670170e+02	-5.537664341651220153e-08
2.639414367675780113e+02	-5.575903855846059000e-08
2.644517364501950283e+02	-6.236370818075111481e-08
2.649499053955079830e+02	-8.607857906891280811e-08
2.654448547363280113e+02	-6.156007961313079299e-08
2.659379119873049717e+02	-8.501022373039389636e-08
2.664222717285160229e+02	-4.255111332105050222e-08
2.669315795898440342e+02	-6.405310297349610182e-08
2.674116363525390057e+02	-4.111941845072949821e-08
2.679202728271480396e+02	-8.382817330765350378e-08
2.684088745117190342e+02	-5.335079082953240447e-08
2.688998260498049717e+02	-5.110373311974080247e-08
2.694007720947269604e+02	-6.977634906025199232e-08
2.699095611572269604e+02	-9.823852169654320410e-08
2.704128265380859943e+02	-1.150521392853750000e-07
2.709169464111329830e+02	-8.627660645620740488e-08
2.714183349609380116e+02	-1.029018246866190029e-07
2.719200592041019604e+02	-1.132072192720440097e-07
2.724102478027339771e+02	-1.188754476711879984e-07
2.729137115478519604e+02	-8.144303667812430233e-08
2.734174652099609943e+02	-1.016650961939719958e-07
2.739054260253910229e+02	-1.030613305218879997e-07
2.744081420898440342e+02	-8.211811929755199654e-08
2.749307861328130116e+02	-7.111507032550549821e-08
2.754401245117190342e+02	-9.093984639589909963e-08
2.759363250732420170e+02	-7.715755727748630228e-08
2.764209747314450283e+02	-7.461879465788409290e-08
2.768956604003910229e+02	-9.716382495045190400e-08
2.773887939453130116e+02	-9.806232957936580830e-08
2.778808898925780113e+02	-8.334652687294209652e-08
2.784009704589839771e+02	-1.092511109982730146e-07
2.789234924316410229e+02	-1.312357455851600056e-07
2.794122924804690342e+02	-9.345290380330999520e-08
2.799050140380859943e+02	-1.335569379390639960e-07
