#  temperature dependence of magnetization of quartz holder at 1T
#   temperature (K) 	 M/H (emu)
2.707299652099609943e+02	-1.142287680161129776e-08
2.702343292236329830e+02	-1.971723583990619991e-08
2.697512207031250000e+02	-5.770432796726629967e-09
2.692532958984380116e+02	-8.838681999426800378e-09
2.687576904296869884e+02	-1.484832549211209952e-08
2.682617340087890057e+02	-3.986279268199999841e-09
2.677358398437500000e+02	-6.865705100010229280e-09
2.672468566894530113e+02	-9.101946576604550198e-09
2.667432708740230396e+02	-1.184566911867470023e-08
2.662423553466799717e+02	-1.029994597428540047e-08
2.657537536621089771e+02	-1.598731219536820191e-08
2.652507934570309658e+02	-1.851107169750669977e-08
2.647436676025390057e+02	-4.622857048176299383e-09
2.642264099121089771e+02	-1.511680343493919835e-08
2.637141723632809658e+02	-8.749847161577779704e-09
2.632263488769530113e+02	-1.292346742319169865e-08
2.627262725830079830e+02	-1.425589315944640120e-08
2.621974792480469887e+02	-1.150073354754800024e-08
2.617195434570309658e+02	-1.341169601527669941e-09
2.612356262207030113e+02	-1.424020058759459853e-08
2.607444305419920170e+02	-7.784090298730579931e-09
2.602364044189450283e+02	-9.018259433121271312e-09
2.597353973388670170e+02	-8.300358461319749123e-09
2.592493743896480396e+02	-5.593297338816249794e-09
2.587677001953130116e+02	-9.754975239198591075e-09
2.582609405517579830e+02	-8.488950312368379879e-09
2.577556304931640057e+02	-1.245938130986599993e-08
2.572259979248049717e+02	-1.249681877729079967e-08
2.567286529541019604e+02	-3.932337947805370159e-09
2.562320480346680256e+02	-8.139135875746059845e-09
2.557426452636719887e+02	-1.614652451001499784e-08
2.552423019409179972e+02	-3.214644573518189670e-09
2.547530822753909945e+02	-7.339986884365301093e-09
2.542506179809570028e+02	-5.066300425379850334e-09
2.537645111083980112e+02	-1.107679176864189929e-08
2.532633056640620168e+02	-8.337408516743191076e-09
2.527833938598630255e+02	-9.170056351028330410e-09
2.522835083007809942e+02	-9.014545628966869852e-09
2.517621765136719887e+02	-1.425484482547860159e-08
2.512652587890620168e+02	-9.218202454332730099e-09
2.507687072753909945e+02	-3.730039841968839355e-09
2.502703170776369745e+02	-4.081798039572770378e-09
2.497528381347659945e+02	-1.453513698223719941e-08
2.492460708618159799e+02	-1.464225742935110016e-08
2.487667999267580115e+02	-8.613224297049699340e-09
2.482700042724610228e+02	-6.474086612569870582e-09
2.477678298950200144e+02	-1.004137657225649923e-08
2.472698135375979973e+02	-1.093470870136389983e-08
2.467904739379880255e+02	-1.032428102133390012e-08
2.462773132324219887e+02	-3.227318918095370033e-09
2.457521667480469887e+02	-1.098060419007050118e-08
2.452663955688479973e+02	-1.411342648861639733e-08
2.447924423217770027e+02	-6.492519696497299291e-09
2.442691497802730112e+02	-1.019195967444410105e-08
2.437525863647460085e+02	-1.915139198242509845e-08
2.432594223022460085e+02	-8.125577413121391082e-09
2.427649154663090201e+02	-8.999990736951200081e-09
2.422773437500000000e+02	-1.272283926209249883e-08
2.417733459472659945e+02	-5.382327942665620428e-09
2.412675476074219887e+02	-1.964241755543150089e-08
2.407506866455080115e+02	-1.338015425637700011e-08
2.402399291992190058e+02	-4.848486921206729960e-09
2.397660140991210085e+02	-8.115706756792778742e-09
2.392633666992190058e+02	-1.237870306110600154e-08
2.387686233520510086e+02	-1.824583700389080057e-08
2.382972946166989914e+02	-3.913443108986900289e-09
2.377987060546870168e+02	-1.110546517347810164e-08
2.372895889282229973e+02	-8.084122835512221163e-09
2.367669372558590055e+02	-2.365863378287280044e-09
2.362550659179690058e+02	-1.500926516769620232e-08
2.357504501342770027e+02	-1.595957221069540025e-08
2.352530517578129832e+02	-8.473746699276758568e-09
2.347800674438479973e+02	-1.212738281700140007e-08
2.342916107177730112e+02	-6.299743239750530145e-09
2.337805175781250000e+02	-7.265598637897299392e-09
2.332853317260739914e+02	-1.250094734083129964e-08
2.327708663940429972e+02	-1.093594784226709894e-08
2.322602081298830115e+02	-1.158265122556290001e-08
2.317721633911130255e+02	-1.470507580176909878e-08
2.312804489135739914e+02	-1.614386872776710155e-08
2.307822494506840201e+02	-1.117985907535050043e-08
2.302837753295899859e+02	-6.557967261516030203e-09
2.297921905517580115e+02	-7.149477922040741265e-09
2.292820510864260086e+02	-1.341109527535759874e-08
2.287862701416019888e+02	-2.931380809866050046e-09
2.282651519775389772e+02	-1.042811374059900118e-08
2.277556304931639772e+02	-5.811240238941059632e-09
2.272676162719729973e+02	-7.959121221032869588e-09
2.267792434692380255e+02	-7.828967281040369857e-09
2.262775421142580115e+02	-9.274372325044479997e-09
2.257957229614260086e+02	-1.376470716154209905e-08
2.252840118408199999e+02	-1.267711777267129867e-08
2.247906112670899859e+02	-6.759994802264620153e-09
2.242848968505860228e+02	-1.068077161304890136e-08
2.237925186157229973e+02	-5.561392911491370559e-09
2.233047409057619745e+02	-7.525831248181999950e-09
2.227882690429690058e+02	-3.547144730037599902e-09
2.222904663085940058e+02	-1.234518600328040021e-08
2.217928085327149859e+02	7.246165982340729735e-10
2.212934188842770027e+02	-9.716236382021158282e-09
2.207933349609379832e+02	-7.893987174609430008e-09
2.202841491699219887e+02	-3.872982652689140613e-09
2.197805252075199860e+02	-1.037219414069570043e-08
2.192783355712889772e+02	-9.925840350576478950e-09
2.187916717529300001e+02	-1.266658415101889873e-08
2.182975540161130255e+02	-1.171318228227330170e-08
2.177864303588869745e+02	-9.164557857712321195e-09
2.172916717529300001e+02	-1.400166398734289984e-08
2.167738800048830115e+02	-6.170851378625100495e-09
2.162591629028320028e+02	-1.013553070073719977e-08
2.157762222290039915e+02	-9.932978324099769872e-09
2.152939453125000000e+02	-1.150888796519280038e-08
2.147701263427730112e+02	-1.525926119577290034e-09
2.142807769775389772e+02	-1.395025545838469846e-08
2.137730865478519888e+02	-2.165790966499009966e-09
2.132708053588869745e+02	-1.341113178496480158e-09
2.127754058837889772e+02	-1.001955971460230041e-08
2.122681579589840055e+02	-2.882523908544749766e-09
2.117657241821289915e+02	-7.050042796035608546e-09
2.112818679809570028e+02	-3.435192700368359695e-09
2.107745437622070028e+02	3.678581687794689968e-09
2.102856826782229973e+02	-1.214193623828519974e-09
2.097861938476559942e+02	-7.158297707054642191e-09
2.092996063232419885e+02	-1.712855672154510029e-08
2.088109054565429972e+02	-7.825887197955279513e-09
2.083202438354489914e+02	-1.093162504780259997e-08
2.078268203735350141e+02	-2.301760847873219779e-09
2.073167800903320028e+02	-4.452284134023850538e-09
2.067927093505860228e+02	-8.525065198974029202e-09
2.063149948120119745e+02	-3.935432142309950608e-09
2.058193893432619745e+02	-8.056969828033348739e-09
2.053087768554690058e+02	-1.339473827307350036e-08
2.047994613647460085e+02	-1.873386328071450187e-09
2.043099365234379832e+02	-7.843666067323530294e-09
2.038027267456050140e+02	-1.094486818916589844e-08
2.033014831542969887e+02	7.260171781940869946e-09
2.028215942382809942e+02	-1.412881718358120099e-08
2.023249435424800140e+02	-4.639185642471819983e-09
2.018201293945309942e+02	-7.300216446673519999e-09
2.013168563842770027e+02	5.093510480999669887e-09
2.008119506835940058e+02	-1.539730171074060348e-08
2.003075408935550001e+02	-1.263266747166139895e-08
1.998209533691409945e+02	-4.395020812177740399e-09
1.993121643066409945e+02	-1.403465292213790072e-08
1.988134765625000000e+02	9.962445411989630439e-09
1.983134536743159799e+02	-5.428785450918259633e-10
1.978121261596679972e+02	-6.710283201793449474e-09
1.973208160400389772e+02	-8.715968922409742342e-09
1.968389434814449999e+02	1.353360538939619900e-09
1.963473129272460085e+02	1.555449586060469898e-09
1.958341293334960085e+02	1.347543569938300042e-09
1.953294448852539915e+02	-2.150587193823889510e-09
1.948145599365230112e+02	4.018243730366479312e-09
1.943355102539059942e+02	6.006431139281209434e-09
1.938370590209960085e+02	7.566718981889028343e-09
1.933334121704100141e+02	5.207491958286810744e-09
1.928264160156250000e+02	-8.777499727504008736e-09
1.923145065307619745e+02	6.983390549827829783e-10
1.918115997314449999e+02	-1.939682102341340094e-08
1.913202133178710085e+02	-5.955127597962389816e-09
1.907989959716800001e+02	-3.740295030936140137e-09
1.903015747070309942e+02	5.261534576799679837e-09
1.898094024658199999e+02	-1.734546326828919867e-08
1.893053665161130255e+02	-7.373318379062740830e-09
1.888028030395510086e+02	1.082915723977290125e-08
1.883024749755860228e+02	2.754868868527240232e-08
1.878010406494139772e+02	-9.449542425915070590e-09
1.873023529052730112e+02	-2.589355119790169937e-10
1.868099975585940058e+02	-1.054175749114009972e-08
1.863176040649409799e+02	7.709303688067989750e-09
1.858166580200199860e+02	-2.252261014867509974e-09
1.853239669799800140e+02	-5.205700100198210626e-09
1.848258514404300001e+02	1.663242885800390038e-08
1.843263015747070028e+02	-2.342826343021189936e-08
1.838282394409179972e+02	1.422162319392270128e-08
1.833173065185550001e+02	-1.161686607060499979e-08
1.828181533813479973e+02	8.829446335398510242e-09
1.823409729003909945e+02	3.966500384893060293e-09
1.818313674926760086e+02	8.424359230023408938e-09
1.813134765625000000e+02	1.706098556604289921e-09
1.808322677612300140e+02	-2.019203128523380348e-09
1.803248901367190058e+02	-3.258766792627289612e-08
1.798113250732419885e+02	-1.991677437452100062e-08
1.793003692626949999e+02	-3.500820746834499887e-08
1.787963562011719887e+02	-6.070313059142420793e-09
1.783294372558590055e+02	-6.135067269499250117e-09
1.778249282836909799e+02	-1.496228858601649976e-08
1.773123245239260086e+02	1.559505347187079984e-09
1.768241577148440058e+02	-1.677866380464029755e-08
1.763414154052730112e+02	1.179631278219929887e-08
1.758390808105469887e+02	-1.426735962585549885e-08
1.753435897827149859e+02	2.716398863672660140e-08
1.748258132934570028e+02	-2.143861500066510016e-08
1.743446578979489914e+02	-5.660741668856170752e-09
1.738502120971679972e+02	-1.855142786794079977e-08
1.733420028686520027e+02	-2.908399040543410131e-08
1.728390960693360228e+02	-7.988477158131399688e-09
1.723428192138669885e+02	1.343322114692170072e-08
1.718538131713869745e+02	1.567987125234410158e-09
1.713316802978519888e+02	1.290337703829040152e-08
1.708273468017580115e+02	1.044149907249319823e-09
1.703470993041990198e+02	-2.426172255194119772e-09
1.698416061401370030e+02	6.669111024084770412e-10
1.693527069091800001e+02	-4.043765514561250130e-09
1.688585891723629970e+02	-1.485240744501579966e-08
1.683485565185550001e+02	-3.927775270630249979e-10
1.678549346923830115e+02	1.272288274028600185e-08
1.673411102294919885e+02	3.184375930659009815e-09
1.668371505737300140e+02	-9.900671024192620655e-09
1.663382186889649859e+02	-7.518537420648779733e-09
1.658223495483399859e+02	-3.762096546217060076e-09
1.653240890502929972e+02	1.537023858444249832e-09
1.648451690673830115e+02	-1.471447302704410029e-09
1.643535461425779829e+02	-7.025219970278859474e-09
1.638730926513669885e+02	3.496207667064669803e-09
1.633498535156250000e+02	8.164827470000009017e-09
1.628411865234379832e+02	-1.340425887604360068e-08
1.623503646850589917e+02	8.724227844454620784e-09
1.618523712158199999e+02	-2.521903845496669652e-09
1.613466644287109943e+02	-1.234142557156449960e-08
1.608494415283199999e+02	-7.712699882571568799e-09
1.603438034057620030e+02	-6.702225620730329193e-09
1.598479003906250000e+02	1.486606817445200150e-08
1.593437728881839917e+02	-1.003577295651589947e-08
1.588524398803710085e+02	-1.377142832889669831e-08
1.583604202270509802e+02	-1.624875008498889885e-08
1.578563690185550001e+02	-1.637188940856379925e-09
1.573559494018549856e+02	-1.405999042844340285e-08
1.568564605712890057e+02	-1.563105669489709900e-08
1.563558731079100141e+02	-2.197431993559579761e-09
1.558564682006839917e+02	-1.713079809370059926e-08
1.553523330688479973e+02	5.861845902484490234e-09
1.548341140747070028e+02	-4.048372935358470232e-08
1.543512191772460085e+02	3.763521630430260342e-09
1.538593368530270027e+02	1.169697075884629983e-08
1.533721084594729973e+02	-1.216201194621600073e-08
1.528704833984379832e+02	-1.903959446609829893e-08
1.523717346191409945e+02	-2.076022883715830184e-08
1.518871841430660083e+02	-2.196174264462830225e-08
1.513697662353519888e+02	-1.830507613956749993e-08
1.508686828613279829e+02	-1.876433174582390011e-08
1.503678207397460085e+02	-1.510860919930900078e-08
1.498566665649410083e+02	-1.282482961497220001e-08
1.493380661010740198e+02	-6.862593698826140050e-09
1.488291091918950144e+02	3.194411835440359877e-09
1.483377609252929972e+02	-1.583839343286389958e-09
1.478622894287109943e+02	-9.127547145536228498e-09
1.473520889282229973e+02	-7.071302534862940303e-09
1.468532180786129970e+02	-1.331152230812249865e-08
1.463675842285159945e+02	-8.537982359817710989e-09
1.458519668579100141e+02	-3.849821900521189996e-09
1.453424377441409945e+02	-9.138302365786270596e-09
1.448538818359379832e+02	-9.534561221657078783e-09
1.443329391479490198e+02	-9.586564264705130694e-10
1.438503417968750000e+02	-4.230592752447260181e-09
1.433712234497070028e+02	-3.843120877388309619e-09
1.428790969848629970e+02	-1.080863447759449988e-08
1.423774490356450144e+02	-5.232614352816060221e-09
1.418795471191409945e+02	-1.295091006910090224e-08
1.413781433105470171e+02	-7.546971650554650196e-10
1.408807296752929972e+02	-6.906936284198410731e-09
1.403643951416019888e+02	-5.770431966215880085e-09
1.398804092407229973e+02	-1.119532535683719930e-08
1.393762130737300140e+02	-8.807459399458778949e-09
1.388794631958009802e+02	-5.997687940430279627e-09
1.383668212890620168e+02	-3.017807078006279826e-09
1.378464965820309942e+02	-1.884604661795019527e-09
1.373465499877929972e+02	-1.468713443593820100e-08
1.368463592529300001e+02	-9.627944365681200246e-09
1.363374328613279829e+02	-1.394751246207039931e-08
1.358426513671879832e+02	-1.731326709593640165e-09
1.353611679077149859e+02	-2.562754197749089932e-09
1.348664245605470171e+02	-1.183625223621429997e-08
1.343602523803710085e+02	-2.296716684752019859e-09
1.338601760864259802e+02	-7.757015140592678653e-09
1.333551254272460085e+02	-1.058908604858199888e-08
1.328642807006839917e+02	-1.770951122918209900e-08
1.323751068115230112e+02	-8.931052125708170356e-09
1.318733673095699999e+02	-6.014076552115639026e-09
1.313723144531250000e+02	-1.129556307415779941e-08
1.308664932250979973e+02	-4.286822756969350215e-09
1.303753433227539915e+02	-8.731197401124279692e-09
1.298799514770509802e+02	-9.637985025972470539e-09
1.293652343750000000e+02	-2.597571070397010056e-09
1.288681259155270027e+02	-9.788364148162079928e-09
1.283790206909179972e+02	-5.704210500317139647e-09
1.278918495178219956e+02	-3.844717297294129162e-09
1.273646240234370026e+02	-6.537791727070970486e-09
1.268595275878910087e+02	-6.423021879409599542e-09
1.263611030578610013e+02	-9.150187659351179521e-09
1.258832054138179899e+02	-6.800749232078809719e-09
1.253744239807130043e+02	-1.111444180302759983e-08
1.248611106872559873e+02	-1.036724874491890098e-08
1.243650131225589917e+02	-4.840443224108810580e-09
1.238880386352540057e+02	-7.253794486747559720e-09
1.233726310729980042e+02	-9.356472020935130118e-09
1.228724403381349930e+02	-1.223952055386110137e-08
1.223794898986820101e+02	-4.059211094177489343e-09
1.218747062683110016e+02	-5.291994277262639822e-09
1.213762359619140057e+02	-5.723910853015679861e-09
1.208622627258300071e+02	-1.095087346621990020e-08
1.203614387512210016e+02	-5.278910796911379733e-09
1.198799743652339913e+02	-1.561849227261629978e-09
1.193904533386230042e+02	-1.292566767801129868e-08
1.188962364196780044e+02	-1.325442937969669834e-08
1.184044265747069886e+02	5.873071797030509718e-09
1.179105567932130043e+02	-9.026508295803558031e-09
1.174056053161619957e+02	-6.430497611713489726e-09
1.168875579833979970e+02	1.878765919798130023e-09
1.163777656555180045e+02	-5.914188767056350741e-09
1.158792228698730042e+02	-3.031503963700360196e-09
1.153798866271969956e+02	-6.698011034886030510e-09
1.148887100219729973e+02	-7.628160920239000826e-09
1.143916168212890057e+02	-8.804200409179808880e-09
1.138642959594729973e+02	-3.834388019897120136e-09
1.133837203979490056e+02	-2.962216378675260051e-09
1.128805465698240056e+02	-2.526156570010169890e-10
1.123730697631839917e+02	-8.953011837017700193e-09
1.118921394348139984e+02	1.756494348540109962e-10
1.113965301513670028e+02	-1.124754393338179946e-08
1.108984069824220029e+02	-5.031080786481529326e-09
1.104082031250000000e+02	-8.856262515418141367e-09
1.099052925109860013e+02	-5.743188147185619839e-09
1.094047203063960012e+02	-2.731304783133399929e-09
1.089074325561520027e+02	-8.186588555223669876e-09
1.084101982116699929e+02	-7.301882319399741512e-09
1.079143104553219956e+02	-1.224427790159919777e-08
1.074054107666020030e+02	-6.910418270227210129e-09
1.068915634155270027e+02	-2.872696720318059718e-10
1.063961410522459943e+02	4.536401230778570278e-10
1.058672409057620030e+02	-8.479894072727009650e-09
1.053813209533690127e+02	-1.386505543075799957e-08
1.048953742980960016e+02	-2.814911728505839883e-09
1.044139747619630043e+02	-1.307223714008750083e-08
1.039119606018070101e+02	-1.390979445315800019e-08
1.033945655822750069e+02	-8.024534001694399488e-09
1.028833961486820101e+02	-1.395268335435599936e-08
1.023900566101069955e+02	-9.877287331597571777e-09
1.018582344055180045e+02	4.263471676874829755e-09
1.013670196533199857e+02	4.488699258470320981e-09
1.008708877563479973e+02	-7.291223405171160776e-09
1.003710136413569955e+02	-9.669946241415579712e-10
9.986914062500000000e+01	-9.253861441688599405e-09
9.937965011596679688e+01	-9.123730494654207609e-09
9.889501571655269174e+01	-5.340752159912999515e-09
9.840433502197269888e+01	-8.025655178490439852e-09
9.789070129394529829e+01	3.968670255171570189e-09
9.739392089843750000e+01	2.553119187694899902e-10
9.689049911499019174e+01	8.051299773003619683e-10
9.640275955200199576e+01	4.254652579867600128e-09
9.591155242919920454e+01	-1.002064150632020159e-08
9.541402816772459516e+01	-1.232797942093450043e-09
9.491108322143550424e+01	-1.203893034582309982e-08
9.442195892333980112e+01	-1.218543819977750031e-08
9.391279602050779829e+01	-8.733464002914228625e-09
9.342828750610350141e+01	2.349489188346500108e-09
9.290784072875980826e+01	-2.514281123755599902e-09
9.240077972412109375e+01	-3.561123570171199693e-09
9.191134643554691763e+01	-1.049712773751420147e-08
9.140914916992191763e+01	-8.347988886937479230e-09
9.090066528320308237e+01	-5.928877664608239138e-09
9.039610671997070312e+01	-1.181851868893449914e-08
8.989628601074220171e+01	-2.718960464366910071e-09
8.940904617309570312e+01	-1.603933864395430041e-09
8.889532089233399859e+01	2.788780831783320064e-10
8.840130996704100141e+01	1.026607375126669915e-09
8.789667129516600141e+01	3.986684856236520809e-09
8.739789199829100141e+01	-2.041650156837989783e-09
8.688861465454100141e+01	-1.303835698547959906e-09
8.639918899536128549e+01	-7.358907334364240142e-10
8.591046142578120737e+01	-1.861411563015899901e-09
8.542826843261720171e+01	3.627482690545689973e-09
8.491509246826170454e+01	-1.273698803334869925e-09
8.442260360717770595e+01	3.781230730241540384e-09
8.390762329101559658e+01	-6.451986406704821084e-09
8.339208221435549717e+01	-3.685853842233700110e-09
8.290021514892579546e+01	-7.563903805136310061e-09
8.240321731567379970e+01	-1.382165548177729778e-08
8.188291931152340908e+01	-8.958907696871189047e-09
8.139340972900390625e+01	-6.626464770179150609e-09
8.089213943481449576e+01	5.307941692788909803e-09
8.037955856323240766e+01	-1.254759926829920026e-08
7.988147735595700283e+01	5.145112652487080067e-09
7.937530136108399859e+01	-4.376233124124509617e-09
7.886304473876950283e+01	8.598856493867179066e-09
7.836338806152340908e+01	-4.209045188731339379e-09
7.784426116943359375e+01	-4.852474659464340140e-09
7.734964752197269888e+01	2.744566443496280306e-09
7.684701538085940342e+01	-7.391959638439430127e-09
7.633510208129879970e+01	-6.635135380331639039e-09
7.583341979980470171e+01	-1.765156126168989776e-09
7.533933258056640625e+01	8.605969321220408296e-09
7.484667587280270595e+01	-3.343387021973779844e-09
7.436207580566409092e+01	-8.326899659336429917e-09
7.385078430175779829e+01	-5.098980259374770597e-09
7.333859634399409799e+01	-6.429327565901539162e-09
7.282878112792970171e+01	-3.555929404772150494e-09
7.231734085083009234e+01	3.759968669993920909e-09
7.182004547119140625e+01	-3.126686567751359867e-09
7.132166671752929688e+01	-2.730511606672240577e-08
7.082989883422850141e+01	-1.017359454256899942e-08
7.032608795166019888e+01	-1.613346066131199766e-08
6.978723526000979405e+01	-9.393452266945980567e-09
6.930496215820311079e+01	-1.485323387253519905e-08
6.879373931884769888e+01	-2.055409617618100092e-08
6.829111099243159799e+01	-1.460424676684220015e-09
6.779962921142579546e+01	-4.438786850921700020e-09
6.729944229125979405e+01	3.901312110735589110e-09
6.676404571533200283e+01	-1.309381401343529904e-08
6.624679183959959516e+01	-5.733077992163410818e-09
6.576871109008790484e+01	6.111787351193921506e-09
6.527512741088870030e+01	7.526309028276519830e-10
6.475988006591799717e+01	5.988822696048380822e-09
6.425130462646480112e+01	-3.643574507718339422e-09
6.376492500305179334e+01	-6.540979206612639852e-10
6.326310157775879617e+01	-4.059082863255949908e-09
6.275000953674319959e+01	1.077167654537900008e-09
6.222720527648929334e+01	1.182179046154580076e-09
6.170688056945800071e+01	1.331101518320019909e-08
6.123358154296879974e+01	-9.024890224651818913e-10
6.072842979431150212e+01	7.979039978208028696e-09
6.021990585327150569e+01	9.137949794869829051e-11
5.972803306579589844e+01	4.122207346312569821e-09
5.921984672546389561e+01	3.699461302507410219e-09
5.871480560302729401e+01	-4.083258706801200303e-10
5.820392799377439275e+01	-8.192356577895357728e-09
5.769767570495610443e+01	1.050003762994780124e-08
5.720646858215329900e+01	1.532978826194480084e-08
5.668640327453610439e+01	-4.720283637095250063e-09
5.616981506347659803e+01	8.198356665068240063e-09
5.568802642822270599e+01	-2.138941791072989709e-09
5.520527076721189275e+01	3.069044276266459943e-09
5.469275093078610439e+01	2.647238026188719588e-09
5.418431091308590197e+01	3.419008507472190171e-09
5.366236114501950283e+01	8.416217801233080455e-09
5.318460845947270599e+01	5.575352435687011110e-09
5.267461204528810725e+01	5.530027378448039281e-09
5.216240119934079900e+01	4.998338510612609661e-09
5.166595840454099431e+01	1.119288376619569872e-09
5.116167449951169743e+01	9.011808684277179348e-09
5.064819908142089844e+01	1.641516869549129955e-09
5.014949798583979401e+01	1.663940940249370051e-08
4.963255119323729758e+01	8.306614202479620107e-09
4.914259719848629970e+01	1.136181498410029990e-09
4.863398742675779118e+01	3.158724069158750039e-09
4.812688827514650569e+01	1.352107710187389880e-08
4.762311363220220528e+01	7.158202363366270358e-09
4.712635612487790127e+01	1.245424548335050108e-08
4.661264038085939632e+01	7.071677120077559472e-09
4.611222648620610443e+01	8.183929372603470093e-09
4.560144042968750000e+01	6.388312322631970249e-09
4.509727096557620030e+01	1.213881563440979977e-08
4.458130455017089844e+01	1.767579417761429844e-08
4.408275794982910156e+01	1.429743972356840070e-08
4.359609031677249646e+01	1.246419587195069996e-09
4.309176254272460227e+01	8.059365395057159333e-09
4.258757400512700286e+01	1.930321716275179955e-08
4.206779670715329900e+01	8.239382109999158992e-09
4.154877281188969818e+01	-1.406795007623969850e-09
4.106830406188969818e+01	2.165319400081250084e-08
4.057295799255370383e+01	1.025528276554089876e-08
4.006831741333009944e+01	2.121014047701260061e-08
3.956247329711910510e+01	1.486996870492779955e-08
3.906271553039550071e+01	1.301675511688590096e-08
3.856129074096679688e+01	1.803729191142310292e-08
3.805694770812989702e+01	2.335699379472470195e-08
3.755025291442870383e+01	1.029801671186849926e-08
3.704389953613279829e+01	1.042005542909989908e-08
3.654137229919430041e+01	1.604850540434930058e-08
3.603585433959960227e+01	1.494768411629300246e-08
3.553458595275879617e+01	1.662034318499620380e-08
3.502446937561030182e+01	1.430748360692790130e-08
3.452749061584469814e+01	1.798726598761399896e-08
3.401599693298339844e+01	2.379454757801950201e-08
3.351584053039550071e+01	1.870510661098530129e-08
3.301983261108399859e+01	2.479782163836569641e-08
3.251047897338870030e+01	9.724281038921089641e-09
3.199943542480469816e+01	2.066480247788229718e-08
3.150430393218989877e+01	2.073077002324270149e-08
3.098534584045410156e+01	2.587202801821690002e-08
3.048657703399659979e+01	2.151364779656770025e-08
2.998218441009520063e+01	2.448609825932250160e-08
2.948360919952389736e+01	2.376000185195509806e-08
2.899367427825930221e+01	1.267404385999259966e-08
2.847873973846439810e+01	1.743031196710429901e-08
2.798337173461910155e+01	1.972758031545229955e-08
2.747181224822999823e+01	1.863383287062990147e-08
2.696001720428469994e+01	2.520378154516209944e-08
2.647011184692379970e+01	2.600673197081990338e-08
2.597049331665040128e+01	3.017809366889420301e-08
2.547482013702389736e+01	1.909467803667470005e-08
2.497075366973880151e+01	2.266575447782649932e-08
2.445509910583500002e+01	2.642626767140519886e-08
2.396344280242919922e+01	3.612070702152259654e-08
2.346460056304930220e+01	3.110143862751769755e-08
2.295712852478030186e+01	2.796967726072769759e-08
2.246444129943850143e+01	2.920071431278849795e-08
2.196880054473880151e+01	3.232956538528509491e-08
2.146541118621830080e+01	4.058061860600309991e-08
2.095252132415769708e+01	4.156045602640199978e-08
2.045469951629639738e+01	4.358337457814750042e-08
